phi,m,n,k,function,relerr_max,relerr_med,TFLOPS,total_time [sec],conv_32f_2_8i,cublasGemmEx,conv_32i_2_8u,inverse_scaling
5.00E-01,1024,1024,1024,INT8-GEMM,,,2.25E+01,9.54E-05,,,,
5.00E-01,1024,1024,1024,SGEMM,1.29E+00,4.71E-07,2.22E+01,9.67E-05,,,,
5.00E-01,1024,1024,1024,OS2-fast-2,9.83E+05,6.20E-01,3.51E+00,6.12E-04,8.27E-05,2.17E-04,9.56E-05,6.13E-05
5.00E-01,1024,1024,1024,OS2-fast-3,2.84E+05,5.03E-02,2.82E+00,7.61E-04,8.32E-05,3.32E-04,1.33E-04,5.35E-05
5.00E-01,1024,1024,1024,OS2-fast-4,6.45E+03,3.23E-03,2.35E+00,9.14E-04,8.34E-05,4.36E-04,1.83E-04,5.39E-05
5.00E-01,1024,1024,1024,OS2-fast-5,1.16E+03,2.03E-04,2.01E+00,1.07E-03,8.29E-05,5.42E-04,2.26E-04,5.76E-05
5.00E-01,1024,1024,1024,OS2-fast-6,4.76E+01,1.26E-05,1.75E+00,1.22E-03,8.58E-05,6.56E-04,2.68E-04,5.56E-05
5.00E-01,1024,1024,1024,OS2-fast-7,5.08E+00,7.32E-07,1.56E+00,1.37E-03,8.35E-05,7.60E-04,3.13E-04,6.10E-05
5.00E-01,1024,1024,1024,OS2-fast-8,7.02E-02,3.17E-08,1.41E+00,1.52E-03,8.28E-05,8.66E-04,3.55E-04,5.62E-05
5.00E-01,1024,1024,1024,OS2-fast-9,5.34E-04,2.08E-08,1.28E+00,1.67E-03,8.45E-05,9.81E-04,3.95E-04,5.79E-05
5.00E-01,1024,1024,1024,OS2-fast-10,8.73E-05,2.07E-08,1.20E+00,1.79E-03,8.27E-05,1.07E-03,4.36E-04,5.32E-05
5.00E-01,1024,1024,1024,OS2-fast-11,4.18E-05,2.07E-08,1.10E+00,1.95E-03,8.22E-05,1.17E-03,4.80E-04,5.80E-05
5.00E-01,1024,1024,1024,OS2-fast-12,1.13E-04,2.07E-08,1.02E+00,2.11E-03,8.39E-05,1.30E-03,5.19E-04,5.45E-05
5.00E-01,1024,1024,1024,OS2-fast-13,2.38E-05,2.07E-08,9.53E-01,2.25E-03,8.59E-05,1.39E-03,5.63E-04,5.41E-05
5.00E-01,1024,1024,1024,OS2-fast-14,1.40E-05,2.07E-08,8.92E-01,2.41E-03,8.55E-05,1.51E-03,6.07E-04,5.61E-05
5.00E-01,1024,1024,1024,OS2-fast-15,6.40E-05,2.07E-08,8.32E-01,2.58E-03,8.98E-05,1.62E-03,6.59E-04,5.49E-05
5.00E-01,1024,1024,1024,OS2-accu-2,2.46E+05,1.94E-01,2.89E+00,7.43E-04,1.92E-04,2.30E-04,1.09E-04,5.62E-05
5.00E-01,1024,1024,1024,OS2-accu-3,1.06E+04,1.29E-02,2.43E+00,8.84E-04,1.90E-04,3.33E-04,1.47E-04,5.85E-05
5.00E-01,1024,1024,1024,OS2-accu-4,1.93E+03,8.12E-04,2.06E+00,1.04E-03,1.93E-04,4.40E-04,1.91E-04,5.84E-05
5.00E-01,1024,1024,1024,OS2-accu-5,1.50E+02,5.07E-05,1.81E+00,1.19E-03,1.94E-04,5.42E-04,2.39E-04,5.73E-05
5.00E-01,1024,1024,1024,OS2-accu-6,7.21E+00,3.12E-06,1.60E+00,1.34E-03,1.93E-04,6.54E-04,2.79E-04,5.84E-05
5.00E-01,1024,1024,1024,OS2-accu-7,5.03E-01,1.49E-07,1.45E+00,1.49E-03,1.96E-04,7.53E-04,3.23E-04,5.65E-05
5.00E-01,1024,1024,1024,OS2-accu-8,8.76E-03,2.26E-08,1.31E+00,1.64E-03,1.94E-04,8.73E-04,3.64E-04,5.68E-05
5.00E-01,1024,1024,1024,OS2-accu-9,1.02E-04,2.07E-08,1.20E+00,1.79E-03,1.99E-04,9.71E-04,4.04E-04,5.61E-05
5.00E-01,1024,1024,1024,OS2-accu-10,8.94E-06,2.07E-08,1.12E+00,1.92E-03,1.95E-04,1.06E-03,4.51E-04,5.57E-05
5.00E-01,1024,1024,1024,OS2-accu-11,6.49E-06,2.07E-08,1.03E+00,2.08E-03,1.94E-04,1.18E-03,4.95E-04,5.65E-05
5.00E-01,1024,1024,1024,OS2-accu-12,2.34E-06,2.07E-08,9.59E-01,2.24E-03,1.97E-04,1.29E-03,5.41E-04,5.42E-05
5.00E-01,1024,1024,1024,OS2-accu-13,4.59E-06,2.07E-08,9.01E-01,2.38E-03,1.98E-04,1.39E-03,5.83E-04,5.44E-05
5.00E-01,1024,1024,1024,OS2-accu-14,4.95E-05,2.07E-08,8.54E-01,2.51E-03,1.96E-04,1.48E-03,6.29E-04,5.31E-05
5.00E-01,1024,1024,1024,OS2-accu-15,2.69E-05,2.07E-08,8.03E-01,2.67E-03,1.97E-04,1.60E-03,6.66E-04,5.41E-05
5.00E-01,2048,2048,2048,INT8-GEMM,,,1.40E+02,1.22E-04,,,,
5.00E-01,2048,2048,2048,SGEMM,2.32E+00,6.66E-07,6.47E+01,2.65E-04,,,,
5.00E-01,2048,2048,2048,OS2-fast-2,3.90E+05,7.12E-01,2.55E+01,6.75E-04,8.81E-05,2.67E-04,1.08E-04,5.33E-05
5.00E-01,2048,2048,2048,OS2-fast-3,6.37E+04,6.10E-02,1.98E+01,8.67E-04,9.27E-05,4.06E-04,1.56E-04,5.59E-05
5.00E-01,2048,2048,2048,OS2-fast-4,7.05E+03,3.89E-03,1.66E+01,1.03E-03,9.27E-05,5.31E-04,1.97E-04,5.64E-05
5.00E-01,2048,2048,2048,OS2-fast-5,6.96E+02,2.43E-04,1.40E+01,1.22E-03,1.01E-04,6.61E-04,2.46E-04,5.81E-05
5.00E-01,2048,2048,2048,OS2-fast-6,1.69E+01,1.51E-05,1.21E+01,1.42E-03,1.06E-04,7.95E-04,3.01E-04,6.15E-05
5.00E-01,2048,2048,2048,OS2-fast-7,2.54E+00,8.86E-07,1.08E+01,1.60E-03,1.18E-04,9.10E-04,3.52E-04,6.15E-05
5.00E-01,2048,2048,2048,OS2-fast-8,6.64E-02,3.60E-08,9.59E+00,1.79E-03,1.19E-04,1.04E-03,4.11E-04,6.31E-05
5.00E-01,2048,2048,2048,OS2-fast-9,1.35E-03,2.08E-08,8.76E+00,1.96E-03,1.21E-04,1.17E-03,4.44E-04,6.28E-05
5.00E-01,2048,2048,2048,OS2-fast-10,4.49E-05,2.07E-08,8.07E+00,2.13E-03,1.26E-04,1.28E-03,4.98E-04,6.20E-05
5.00E-01,2048,2048,2048,OS2-fast-11,9.46E-05,2.07E-08,7.42E+00,2.31E-03,1.32E-04,1.42E-03,5.42E-04,6.86E-05
5.00E-01,2048,2048,2048,OS2-fast-12,1.57E-04,2.07E-08,6.83E+00,2.52E-03,1.44E-04,1.55E-03,6.04E-04,6.72E-05
5.00E-01,2048,2048,2048,OS2-fast-13,3.38E-04,2.07E-08,6.40E+00,2.68E-03,1.48E-04,1.66E-03,6.47E-04,7.11E-05
5.00E-01,2048,2048,2048,OS2-fast-14,1.62E-04,2.07E-08,5.96E+00,2.88E-03,1.52E-04,1.81E-03,6.89E-04,7.35E-05
5.00E-01,2048,2048,2048,OS2-fast-15,7.15E-05,2.07E-08,5.64E+00,3.05E-03,1.58E-04,1.92E-03,7.37E-04,7.63E-05
5.00E-01,2048,2048,2048,OS2-accu-2,4.17E+05,2.96E-01,2.09E+01,8.24E-04,2.22E-04,2.87E-04,1.02E-04,5.56E-05
5.00E-01,2048,2048,2048,OS2-accu-3,2.05E+04,2.06E-02,1.71E+01,1.01E-03,2.24E-04,4.14E-04,1.54E-04,5.68E-05
5.00E-01,2048,2048,2048,OS2-accu-4,2.28E+03,1.29E-03,1.44E+01,1.19E-03,2.29E-04,5.45E-04,2.07E-04,5.58E-05
5.00E-01,2048,2048,2048,OS2-accu-5,1.25E+02,8.09E-05,1.27E+01,1.35E-03,2.27E-04,6.57E-04,2.52E-04,5.74E-05
5.00E-01,2048,2048,2048,OS2-accu-6,8.57E+00,5.00E-06,1.10E+01,1.56E-03,2.40E-04,7.93E-04,3.10E-04,5.69E-05
5.00E-01,2048,2048,2048,OS2-accu-7,4.18E-01,3.03E-07,9.97E+00,1.72E-03,2.45E-04,9.09E-04,3.52E-04,5.95E-05
5.00E-01,2048,2048,2048,OS2-accu-8,2.46E-02,2.50E-08,8.98E+00,1.91E-03,2.53E-04,1.04E-03,3.97E-04,6.04E-05
5.00E-01,2048,2048,2048,OS2-accu-9,4.55E-04,2.07E-08,8.41E+00,2.04E-03,2.50E-04,1.14E-03,4.38E-04,5.96E-05
5.00E-01,2048,2048,2048,OS2-accu-10,1.12E-05,2.07E-08,7.78E+00,2.21E-03,2.56E-04,1.25E-03,4.84E-04,6.18E-05
5.00E-01,2048,2048,2048,OS2-accu-11,1.74E-05,2.07E-08,7.05E+00,2.44E-03,2.63E-04,1.41E-03,5.43E-04,6.41E-05
5.00E-01,2048,2048,2048,OS2-accu-12,1.26E-05,2.07E-08,6.55E+00,2.62E-03,2.77E-04,1.54E-03,5.76E-04,6.95E-05
5.00E-01,2048,2048,2048,OS2-accu-13,2.17E-05,2.07E-08,6.13E+00,2.80E-03,2.81E-04,1.65E-03,6.41E-04,6.92E-05
5.00E-01,2048,2048,2048,OS2-accu-14,3.65E-05,2.07E-08,5.71E+00,3.01E-03,2.84E-04,1.79E-03,7.03E-04,7.41E-05
5.00E-01,2048,2048,2048,OS2-accu-15,9.39E-06,2.07E-08,5.37E+00,3.20E-03,2.97E-04,1.92E-03,7.47E-04,7.39E-05
5.00E-01,4096,4096,4096,INT8-GEMM,,,7.76E+02,1.77E-04,,,,
5.00E-01,4096,4096,4096,SGEMM,3.14E+00,9.41E-07,9.67E+01,1.42E-03,,,,
5.00E-01,4096,4096,4096,OS2-fast-2,5.04E+06,1.00E+00,1.35E+02,1.01E-03,1.98E-04,4.52E-04,1.08E-04,1.03E-04
5.00E-01,4096,4096,4096,OS2-fast-3,2.92E+06,1.40E-01,9.69E+01,1.42E-03,2.21E-04,7.68E-04,1.57E-04,1.15E-04
5.00E-01,4096,4096,4096,OS2-fast-4,2.29E+05,9.16E-03,7.82E+01,1.76E-03,2.33E-04,1.04E-03,2.10E-04,1.18E-04
5.00E-01,4096,4096,4096,OS2-fast-5,4.06E+03,5.74E-04,6.61E+01,2.08E-03,2.45E-04,1.28E-03,2.63E-04,1.31E-04
5.00E-01,4096,4096,4096,OS2-fast-6,1.13E+03,3.58E-05,5.72E+01,2.40E-03,2.72E-04,1.52E-03,3.12E-04,1.47E-04
5.00E-01,4096,4096,4096,OS2-fast-7,3.53E+01,2.18E-06,4.91E+01,2.80E-03,2.86E-04,1.82E-03,3.73E-04,1.58E-04
5.00E-01,4096,4096,4096,OS2-fast-8,1.63E+00,9.14E-08,4.39E+01,3.13E-03,3.06E-04,2.07E-03,4.25E-04,1.75E-04
5.00E-01,4096,4096,4096,OS2-fast-9,5.45E-02,2.12E-08,3.97E+01,3.46E-03,3.23E-04,2.32E-03,4.70E-04,1.85E-04
5.00E-01,4096,4096,4096,OS2-fast-10,1.13E-03,2.07E-08,3.60E+01,3.82E-03,3.46E-04,2.57E-03,5.44E-04,1.98E-04
5.00E-01,4096,4096,4096,OS2-fast-11,3.59E-04,2.07E-08,3.28E+01,4.20E-03,3.74E-04,2.86E-03,5.89E-04,2.12E-04
5.00E-01,4096,4096,4096,OS2-fast-12,1.13E-03,2.07E-08,3.01E+01,4.56E-03,4.16E-04,3.12E-03,6.40E-04,2.26E-04
5.00E-01,4096,4096,4096,OS2-fast-13,2.01E-03,2.07E-08,2.79E+01,4.92E-03,4.53E-04,3.38E-03,6.85E-04,2.37E-04
5.00E-01,4096,4096,4096,OS2-fast-14,2.61E-03,2.07E-08,2.62E+01,5.25E-03,4.67E-04,3.66E-03,7.23E-04,2.48E-04
5.00E-01,4096,4096,4096,OS2-fast-15,6.23E-03,2.07E-08,2.47E+01,5.57E-03,4.87E-04,3.87E-03,7.89E-04,2.63E-04
5.00E-01,4096,4096,4096,OS2-accu-2,1.27E+06,4.80E-01,1.02E+02,1.35E-03,4.23E-04,5.52E-04,1.10E-04,1.05E-04
5.00E-01,4096,4096,4096,OS2-accu-3,2.98E+05,3.61E-02,8.06E+01,1.70E-03,4.51E-04,8.18E-04,1.62E-04,1.14E-04
5.00E-01,4096,4096,4096,OS2-accu-4,5.01E+04,2.28E-03,6.74E+01,2.04E-03,4.86E-04,1.06E-03,2.17E-04,1.18E-04
5.00E-01,4096,4096,4096,OS2-accu-5,8.88E+02,1.43E-04,5.84E+01,2.35E-03,5.05E-04,1.29E-03,2.68E-04,1.30E-04
5.00E-01,4096,4096,4096,OS2-accu-6,5.25E+02,8.89E-06,5.02E+01,2.74E-03,5.49E-04,1.57E-03,3.23E-04,1.43E-04
5.00E-01,4096,4096,4096,OS2-accu-7,1.15E+01,4.97E-07,4.48E+01,3.07E-03,5.82E-04,1.81E-03,3.68E-04,1.56E-04
5.00E-01,4096,4096,4096,OS2-accu-8,3.37E-01,2.70E-08,3.95E+01,3.48E-03,6.11E-04,2.12E-03,4.24E-04,1.73E-04
5.00E-01,4096,4096,4096,OS2-accu-9,1.43E-02,2.07E-08,3.63E+01,3.78E-03,6.49E-04,2.32E-03,4.70E-04,1.83E-04
5.00E-01,4096,4096,4096,OS2-accu-10,5.35E-05,2.07E-08,3.27E+01,4.20E-03,6.83E-04,2.62E-03,5.38E-04,1.95E-04
5.00E-01,4096,4096,4096,OS2-accu-11,5.50E-05,2.07E-08,3.00E+01,4.57E-03,7.19E-04,2.88E-03,6.01E-04,2.10E-04
5.00E-01,4096,4096,4096,OS2-accu-12,1.62E-05,2.07E-08,2.74E+01,5.01E-03,7.52E-04,3.22E-03,6.38E-04,2.22E-04
5.00E-01,4096,4096,4096,OS2-accu-13,2.89E-04,2.07E-08,2.62E+01,5.24E-03,7.91E-04,3.35E-03,7.03E-04,2.36E-04
5.00E-01,4096,4096,4096,OS2-accu-14,6.19E-04,2.07E-08,2.42E+01,5.67E-03,8.16E-04,3.69E-03,7.50E-04,2.47E-04
5.00E-01,4096,4096,4096,OS2-accu-15,1.93E-04,2.07E-08,2.31E+01,5.95E-03,8.48E-04,3.89E-03,7.87E-04,2.65E-04
5.00E-01,8192,8192,8192,INT8-GEMM,,,1.18E+03,9.35E-04,,,,
5.00E-01,8192,8192,8192,SGEMM,5.28E+01,1.33E-06,8.89E+01,1.24E-02,,,,
5.00E-01,8192,8192,8192,OS2-fast-2,3.21E+06,1.00E+00,3.04E+02,3.62E-03,6.80E-04,2.21E-03,2.30E-04,3.33E-04
5.00E-01,8192,8192,8192,OS2-fast-3,3.16E+06,1.54E-01,1.89E+02,5.83E-03,8.56E-04,4.03E-03,3.62E-04,4.18E-04
5.00E-01,8192,8192,8192,OS2-fast-4,2.30E+05,1.01E-02,1.43E+02,7.71E-03,9.67E-04,5.67E-03,4.88E-04,4.29E-04
5.00E-01,8192,8192,8192,OS2-fast-5,1.96E+04,6.35E-04,1.16E+02,9.44E-03,1.09E-03,7.07E-03,6.17E-04,4.96E-04
5.00E-01,8192,8192,8192,OS2-fast-6,2.75E+03,3.96E-05,9.82E+01,1.12E-02,1.25E-03,8.47E-03,7.37E-04,5.66E-04
5.00E-01,8192,8192,8192,OS2-fast-7,4.33E+01,2.42E-06,8.52E+01,1.29E-02,1.34E-03,9.90E-03,8.67E-04,6.32E-04
5.00E-01,8192,8192,8192,OS2-fast-8,5.16E+00,1.03E-07,7.51E+01,1.46E-02,1.43E-03,1.14E-02,9.86E-04,6.89E-04
5.00E-01,8192,8192,8192,OS2-fast-9,4.85E-02,2.13E-08,6.71E+01,1.64E-02,1.50E-03,1.28E-02,1.12E-03,7.54E-04
5.00E-01,8192,8192,8192,OS2-fast-10,5.63E-03,2.07E-08,6.10E+01,1.80E-02,1.58E-03,1.42E-02,1.24E-03,8.10E-04
5.00E-01,8192,8192,8192,OS2-fast-11,1.39E-02,2.07E-08,5.56E+01,1.98E-02,1.65E-03,1.57E-02,1.38E-03,8.76E-04
5.00E-01,8192,8192,8192,OS2-fast-12,9.06E-03,2.07E-08,5.16E+01,2.13E-02,1.74E-03,1.70E-02,1.50E-03,9.30E-04
5.00E-01,8192,8192,8192,OS2-fast-13,4.65E-03,2.07E-08,4.79E+01,2.29E-02,1.81E-03,1.83E-02,1.62E-03,9.95E-04
5.00E-01,8192,8192,8192,OS2-fast-14,5.20E-03,2.07E-08,4.48E+01,2.46E-02,1.89E-03,1.97E-02,1.76E-03,1.06E-03
5.00E-01,8192,8192,8192,OS2-fast-15,4.86E-03,2.07E-08,4.19E+01,2.62E-02,1.98E-03,2.11E-02,1.89E-03,1.12E-03
5.00E-01,8192,8192,8192,OS2-accu-2,3.70E+07,5.30E-01,1.94E+02,5.66E-03,2.26E-03,2.61E-03,2.40E-04,3.80E-04
5.00E-01,8192,8192,8192,OS2-accu-3,1.48E+06,4.11E-02,1.40E+02,7.83E-03,2.49E-03,4.38E-03,3.72E-04,4.21E-04
5.00E-01,8192,8192,8192,OS2-accu-4,7.06E+04,2.60E-03,1.15E+02,9.55E-03,2.64E-03,5.83E-03,4.90E-04,4.27E-04
5.00E-01,8192,8192,8192,OS2-accu-5,6.76E+03,1.63E-04,9.88E+01,1.11E-02,2.68E-03,7.23E-03,6.11E-04,4.47E-04
5.00E-01,8192,8192,8192,OS2-accu-6,3.00E+02,1.01E-05,8.50E+01,1.29E-02,2.82E-03,8.70E-03,7.26E-04,5.20E-04
5.00E-01,8192,8192,8192,OS2-accu-7,1.25E+01,5.71E-07,7.46E+01,1.47E-02,2.97E-03,1.01E-02,8.50E-04,6.10E-04
5.00E-01,8192,8192,8192,OS2-accu-8,1.62E+00,4.40E-08,6.65E+01,1.65E-02,3.13E-03,1.16E-02,9.75E-04,6.88E-04
5.00E-01,8192,8192,8192,OS2-accu-9,9.55E-03,2.09E-08,6.03E+01,1.82E-02,3.20E-03,1.30E-02,1.11E-03,7.62E-04
5.00E-01,8192,8192,8192,OS2-accu-10,6.05E-04,2.07E-08,5.68E+01,1.94E-02,3.19E-03,1.40E-02,1.24E-03,8.09E-04
5.00E-01,8192,8192,8192,OS2-accu-11,9.45E-04,2.07E-08,5.23E+01,2.10E-02,3.28E-03,1.54E-02,1.36E-03,8.67E-04
5.00E-01,8192,8192,8192,OS2-accu-12,3.76E-04,2.07E-08,4.81E+01,2.28E-02,3.39E-03,1.69E-02,1.49E-03,9.27E-04
5.00E-01,8192,8192,8192,OS2-accu-13,4.91E-04,2.07E-08,4.52E+01,2.43E-02,3.43E-03,1.81E-02,1.63E-03,9.90E-04
5.00E-01,8192,8192,8192,OS2-accu-14,6.02E-04,2.07E-08,4.24E+01,2.60E-02,3.50E-03,1.95E-02,1.75E-03,1.06E-03
5.00E-01,8192,8192,8192,OS2-accu-15,5.10E-04,2.07E-08,3.98E+01,2.76E-02,3.61E-03,2.09E-02,1.88E-03,1.11E-03
5.00E-01,16384,16384,16384,INT8-GEMM,,,1.17E+03,7.51E-03,,,,
5.00E-01,16384,16384,16384,SGEMM,8.34E+02,1.88E-06,1.00E+02,8.76E-02,,,,
5.00E-01,16384,16384,16384,OS2-fast-2,2.66E+04,1.00E+00,4.60E+02,1.91E-02,2.22E-03,1.48E-02,7.05E-04,1.22E-03
5.00E-01,16384,16384,16384,OS2-fast-3,1.30E+08,2.99E-01,2.42E+02,3.63E-02,2.74E-03,3.05E-02,1.20E-03,1.66E-03
5.00E-01,16384,16384,16384,OS2-fast-4,8.69E+06,2.08E-02,1.75E+02,5.02E-02,3.04E-03,4.37E-02,1.62E-03,1.72E-03
5.00E-01,16384,16384,16384,OS2-fast-5,2.59E+05,1.31E-03,1.41E+02,6.22E-02,3.52E-03,5.46E-02,2.05E-03,1.84E-03
5.00E-01,16384,16384,16384,OS2-fast-6,3.15E+04,8.20E-05,1.18E+02,7.45E-02,4.04E-03,6.58E-02,2.45E-03,2.03E-03
5.00E-01,16384,16384,16384,OS2-fast-7,6.17E+02,5.06E-06,1.03E+02,8.58E-02,4.31E-03,7.62E-02,2.87E-03,2.26E-03
5.00E-01,16384,16384,16384,OS2-fast-8,1.30E+02,2.59E-07,8.95E+01,9.83E-02,4.70E-03,8.76E-02,3.28E-03,2.50E-03
5.00E-01,16384,16384,16384,OS2-fast-9,2.64E+00,2.27E-08,8.03E+01,1.09E-01,5.06E-03,9.78E-02,3.70E-03,2.68E-03
5.00E-01,16384,16384,16384,OS2-fast-10,4.57E-02,2.07E-08,7.30E+01,1.21E-01,5.37E-03,1.08E-01,4.07E-03,2.87E-03
5.00E-01,16384,16384,16384,OS2-fast-11,1.05E-02,2.07E-08,6.71E+01,1.31E-01,5.67E-03,1.18E-01,4.47E-03,3.08E-03
5.00E-01,16384,16384,16384,OS2-fast-12,1.87E-01,2.07E-08,6.13E+01,1.43E-01,6.05E-03,1.29E-01,4.87E-03,3.28E-03
5.00E-01,16384,16384,16384,OS2-fast-13,6.42E-02,2.07E-08,5.69E+01,1.55E-01,6.41E-03,1.39E-01,5.28E-03,3.48E-03
5.00E-01,16384,16384,16384,OS2-fast-14,2.19E-02,2.07E-08,5.25E+01,1.67E-01,6.77E-03,1.51E-01,5.70E-03,3.68E-03
5.00E-01,16384,16384,16384,OS2-fast-15,4.79E-02,2.08E-08,4.93E+01,1.79E-01,7.09E-03,1.61E-01,6.14E-03,3.90E-03
5.00E-01,16384,16384,16384,OS2-accu-2,1.29E+08,8.24E-01,2.75E+02,3.20E-02,1.27E-02,1.69E-02,7.10E-04,1.48E-03
5.00E-01,16384,16384,16384,OS2-accu-3,2.70E+07,8.01E-02,1.82E+02,4.84E-02,1.32E-02,3.21E-02,1.22E-03,1.71E-03
5.00E-01,16384,16384,16384,OS2-accu-4,1.53E+06,5.15E-03,1.44E+02,6.11E-02,1.36E-02,4.40E-02,1.64E-03,1.72E-03
5.00E-01,16384,16384,16384,OS2-accu-5,1.25E+04,3.22E-04,1.21E+02,7.26E-02,1.39E-02,5.46E-02,2.04E-03,1.83E-03
5.00E-01,16384,16384,16384,OS2-accu-6,1.04E+03,2.01E-05,1.03E+02,8.52E-02,1.47E-02,6.58E-02,2.46E-03,2.06E-03
5.00E-01,16384,16384,16384,OS2-accu-7,1.26E+02,1.22E-06,9.11E+01,9.65E-02,1.48E-02,7.64E-02,2.88E-03,2.26E-03
5.00E-01,16384,16384,16384,OS2-accu-8,4.61E+01,4.59E-08,8.08E+01,1.09E-01,1.52E-02,8.77E-02,3.28E-03,2.49E-03
5.00E-01,16384,16384,16384,OS2-accu-9,3.47E-01,2.09E-08,7.37E+01,1.19E-01,1.55E-02,9.73E-02,3.70E-03,2.68E-03
5.00E-01,16384,16384,16384,OS2-accu-10,4.89E-03,2.07E-08,6.74E+01,1.30E-01,1.60E-02,1.07E-01,4.06E-03,2.88E-03
5.00E-01,16384,16384,16384,OS2-accu-11,7.10E-03,2.07E-08,6.22E+01,1.41E-01,1.62E-02,1.17E-01,4.45E-03,3.10E-03
5.00E-01,16384,16384,16384,OS2-accu-12,6.02E-03,2.07E-08,5.70E+01,1.54E-01,1.66E-02,1.29E-01,4.87E-03,3.28E-03
5.00E-01,16384,16384,16384,OS2-accu-13,1.53E-03,2.07E-08,5.31E+01,1.66E-01,1.69E-02,1.40E-01,5.29E-03,3.47E-03
5.00E-01,16384,16384,16384,OS2-accu-14,4.81E-03,2.07E-08,4.94E+01,1.78E-01,1.74E-02,1.51E-01,5.69E-03,3.68E-03
5.00E-01,16384,16384,16384,OS2-accu-15,1.20E-03,2.07E-08,4.65E+01,1.89E-01,1.77E-02,1.61E-01,6.13E-03,3.89E-03
