phi,m,n,k,function,relerr_max,relerr_med,watt,GFLOPS/watt,
5.000000e-01,1024,1024,1024,INT8-GEMM,,,1.714103e+02,8.895685e+02,
5.000000e-01,1024,1024,1024,SGEMM,2.107375e-01,2.450264e-07,3.229677e+02,5.080251e+01,
5.000000e-01,1024,1024,1024,SGEMM-TF32,8.993501e+02,2.929536e-04,3.113205e+02,2.091548e+02,
5.000000e-01,1024,1024,1024,OS2-fast-2,1.103479e+05,6.299566e-01,1.406772e+02,8.975334e+01,
5.000000e-01,1024,1024,1024,OS2-fast-3,5.889219e+04,5.129641e-02,1.508621e+02,6.537954e+01,
5.000000e-01,1024,1024,1024,OS2-fast-4,4.390279e+03,3.283470e-03,1.564526e+02,5.316072e+01,
5.000000e-01,1024,1024,1024,OS2-fast-5,2.431117e+02,2.069412e-04,1.588358e+02,4.544094e+01,
5.000000e-01,1024,1024,1024,OS2-fast-6,1.549757e+01,1.288798e-05,1.618866e+02,3.889374e+01,
5.000000e-01,1024,1024,1024,OS2-fast-7,5.439144e-01,7.477716e-07,1.636765e+02,3.426796e+01,
5.000000e-01,1024,1024,1024,OS2-fast-8,4.454790e-02,3.212265e-08,1.649417e+02,3.091858e+01,
5.000000e-01,1024,1024,1024,OS2-fast-9,2.583767e-04,2.077999e-08,1.651927e+02,2.809249e+01,
5.000000e-01,1024,1024,1024,OS2-fast-10,7.591942e-06,2.065254e-08,1.652899e+02,2.598413e+01,
5.000000e-01,1024,1024,1024,OS2-fast-11,2.084069e-05,2.065390e-08,1.658886e+02,2.370277e+01,
5.000000e-01,1024,1024,1024,OS2-fast-12,2.979317e-05,2.065267e-08,1.674983e+02,2.165233e+01,
5.000000e-01,1024,1024,1024,OS2-fast-13,6.161708e-06,2.065259e-08,1.679600e+02,2.010976e+01,
5.000000e-01,1024,1024,1024,OS2-fast-14,3.839528e-05,2.065514e-08,1.687730e+02,1.874069e+01,
5.000000e-01,1024,1024,1024,OS2-fast-15,7.896953e-05,2.065975e-08,1.692465e+02,1.756065e+01,
5.000000e-01,1024,1024,1024,OS2-accu-2,1.293138e+05,1.979700e-01,1.464460e+02,6.821833e+01,
5.000000e-01,1024,1024,1024,OS2-accu-3,1.562708e+04,1.319513e-02,1.524526e+02,5.347019e+01,
5.000000e-01,1024,1024,1024,OS2-accu-4,8.929304e+02,8.301654e-04,1.563196e+02,4.516895e+01,
5.000000e-01,1024,1024,1024,OS2-accu-5,1.438883e+01,5.178463e-05,1.582725e+02,3.942831e+01,
5.000000e-01,1024,1024,1024,OS2-accu-6,3.440344e+00,3.179306e-06,1.607308e+02,3.432027e+01,
5.000000e-01,1024,1024,1024,OS2-accu-7,1.680375e-01,1.552971e-07,1.632771e+02,3.046044e+01,
5.000000e-01,1024,1024,1024,OS2-accu-8,9.539124e-03,2.257179e-08,1.637922e+02,2.789999e+01,
5.000000e-01,1024,1024,1024,OS2-accu-9,9.702100e-05,2.067560e-08,1.646538e+02,2.548216e+01,
5.000000e-01,1024,1024,1024,OS2-accu-10,9.966033e-07,2.064851e-08,1.643118e+02,2.357711e+01,
5.000000e-01,1024,1024,1024,OS2-accu-11,7.553648e-07,2.064851e-08,1.657130e+02,2.170418e+01,
5.000000e-01,1024,1024,1024,OS2-accu-12,5.533523e-06,2.064845e-08,1.668634e+02,2.003750e+01,
5.000000e-01,1024,1024,1024,OS2-accu-13,2.375247e-06,2.064879e-08,1.682567e+02,1.860839e+01,
5.000000e-01,1024,1024,1024,OS2-accu-14,4.828760e-06,2.064866e-08,1.684900e+02,1.748572e+01,
5.000000e-01,1024,1024,1024,OS2-accu-15,1.391312e-06,2.064851e-08,1.696410e+02,1.635517e+01,
5.000000e-01,2048,2048,2048,INT8-GEMM,,,2.300919e+02,1.306363e+03,
5.000000e-01,2048,2048,2048,SGEMM,8.979311e-01,6.658007e-07,3.185004e+02,5.533756e+01,
5.000000e-01,2048,2048,2048,SGEMM-TF32,1.178883e+04,2.931282e-04,3.930129e+02,2.402714e+02,
5.000000e-01,2048,2048,2048,OS2-fast-2,4.842292e+06,7.110513e-01,2.309187e+02,1.953606e+02,
5.000000e-01,2048,2048,2048,OS2-fast-3,8.322588e+04,6.089539e-02,2.664319e+02,1.337076e+02,
5.000000e-01,2048,2048,2048,OS2-fast-4,6.219949e+04,3.880986e-03,2.853942e+02,1.063626e+02,
5.000000e-01,2048,2048,2048,OS2-fast-5,1.153587e+03,2.427294e-04,2.921107e+02,8.833308e+01,
5.000000e-01,2048,2048,2048,OS2-fast-6,7.252508e+02,1.510073e-05,2.974989e+02,7.419986e+01,
5.000000e-01,2048,2048,2048,OS2-fast-7,1.430417e+01,8.849070e-07,3.009257e+02,6.515877e+01,
5.000000e-01,2048,2048,2048,OS2-fast-8,1.601514e+00,3.597021e-08,3.084857e+02,5.758156e+01,
5.000000e-01,2048,2048,2048,OS2-fast-9,2.103918e-02,2.082504e-08,3.086149e+02,5.176858e+01,
5.000000e-01,2048,2048,2048,OS2-fast-10,5.833019e-04,2.066555e-08,3.067252e+02,4.743799e+01,
5.000000e-01,2048,2048,2048,OS2-fast-11,4.684342e-03,2.067808e-08,3.064876e+02,4.338368e+01,
5.000000e-01,2048,2048,2048,OS2-fast-12,2.175802e-03,2.067740e-08,3.088064e+02,3.971974e+01,
5.000000e-01,2048,2048,2048,OS2-fast-13,1.142010e-04,2.067715e-08,3.095336e+02,3.674008e+01,
5.000000e-01,2048,2048,2048,OS2-fast-14,7.806028e-04,2.067520e-08,3.110944e+02,3.412636e+01,
5.000000e-01,2048,2048,2048,OS2-fast-15,1.020183e-03,2.067154e-08,3.110358e+02,3.186853e+01,
5.000000e-01,2048,2048,2048,OS2-accu-2,7.868724e+06,2.957503e-01,2.463630e+02,1.276774e+02,
5.000000e-01,2048,2048,2048,OS2-accu-3,4.955772e+05,2.059566e-02,2.640807e+02,1.001166e+02,
5.000000e-01,2048,2048,2048,OS2-accu-4,1.752327e+04,1.295056e-03,2.805177e+02,8.408352e+01,
5.000000e-01,2048,2048,2048,OS2-accu-5,8.259784e+02,8.093525e-05,2.859063e+02,7.240435e+01,
5.000000e-01,2048,2048,2048,OS2-accu-6,5.910492e+00,4.994902e-06,2.903623e+02,6.241884e+01,
5.000000e-01,2048,2048,2048,OS2-accu-7,5.744296e-01,2.819283e-07,2.956622e+02,5.519801e+01,
5.000000e-01,2048,2048,2048,OS2-accu-8,3.413744e-01,2.501602e-08,2.997410e+02,5.043543e+01,
5.000000e-01,2048,2048,2048,OS2-accu-9,8.420727e-03,2.071808e-08,2.982554e+02,4.636748e+01,
5.000000e-01,2048,2048,2048,OS2-accu-10,1.407219e-04,2.066170e-08,2.977440e+02,4.281102e+01,
5.000000e-01,2048,2048,2048,OS2-accu-11,9.491992e-05,2.066170e-08,2.974042e+02,3.950969e+01,
5.000000e-01,2048,2048,2048,OS2-accu-12,5.657899e-05,2.066163e-08,3.013685e+02,3.631082e+01,
5.000000e-01,2048,2048,2048,OS2-accu-13,1.816537e-04,2.066235e-08,3.039410e+02,3.368482e+01,
5.000000e-01,2048,2048,2048,OS2-accu-14,1.305668e-04,2.066225e-08,3.033920e+02,3.171010e+01,
5.000000e-01,2048,2048,2048,OS2-accu-15,2.445531e-05,2.066178e-08,3.037883e+02,2.974480e+01,
5.000000e-01,4096,4096,4096,INT8-GEMM,,,3.022202e+02,1.374661e+03,
5.000000e-01,4096,4096,4096,SGEMM,2.280177e+01,9.412960e-07,3.566132e+02,5.356553e+01,
5.000000e-01,4096,4096,4096,SGEMM-TF32,5.290191e+03,2.932434e-04,3.926109e+02,3.020796e+02,
5.000000e-01,4096,4096,4096,OS2-fast-2,1.135168e+06,1.000000e+00,2.914473e+02,3.414160e+02,
5.000000e-01,4096,4096,4096,OS2-fast-3,1.113157e+06,1.395751e-01,3.898640e+02,1.889425e+02,
5.000000e-01,4096,4096,4096,OS2-fast-4,4.690124e+04,9.130738e-03,3.908032e+02,1.547244e+02,
5.000000e-01,4096,4096,4096,OS2-fast-5,3.578124e+03,5.725708e-04,3.908147e+02,1.280056e+02,
5.000000e-01,4096,4096,4096,OS2-fast-6,2.896797e+02,3.571123e-05,3.920059e+02,1.080045e+02,
5.000000e-01,4096,4096,4096,OS2-fast-7,2.839430e+01,2.171565e-06,3.919574e+02,9.291687e+01,
5.000000e-01,4096,4096,4096,OS2-fast-8,1.251632e+00,9.115537e-08,3.923968e+02,8.335739e+01,
5.000000e-01,4096,4096,4096,OS2-fast-9,9.893652e-03,2.122744e-08,3.909998e+02,7.486802e+01,
5.000000e-01,4096,4096,4096,OS2-fast-10,4.137998e-04,2.067211e-08,3.920638e+02,6.765486e+01,
5.000000e-01,4096,4096,4096,OS2-fast-11,2.718784e-04,2.067414e-08,3.934044e+02,6.183367e+01,
5.000000e-01,4096,4096,4096,OS2-fast-12,3.353790e-04,2.067239e-08,3.916130e+02,5.685283e+01,
5.000000e-01,4096,4096,4096,OS2-fast-13,2.959937e-04,2.067210e-08,3.918930e+02,5.260363e+01,
5.000000e-01,4096,4096,4096,OS2-fast-14,5.149422e-04,2.068032e-08,3.940269e+02,4.848353e+01,
5.000000e-01,4096,4096,4096,OS2-fast-15,7.481760e-04,2.069620e-08,3.905959e+02,4.538909e+01,
5.000000e-01,4096,4096,4096,OS2-accu-2,3.102879e+06,4.790643e-01,3.471855e+02,1.939720e+02,
5.000000e-01,4096,4096,4096,OS2-accu-3,1.499497e+05,3.598875e-02,3.864031e+02,1.415614e+02,
5.000000e-01,4096,4096,4096,OS2-accu-4,1.217546e+04,2.274770e-03,3.902879e+02,1.207823e+02,
5.000000e-01,4096,4096,4096,OS2-accu-5,1.098593e+03,1.422166e-04,3.918669e+02,1.034629e+02,
5.000000e-01,4096,4096,4096,OS2-accu-6,1.065838e+02,8.845738e-06,3.933153e+02,8.910516e+01,
5.000000e-01,4096,4096,4096,OS2-accu-7,3.862055e+00,4.959051e-07,3.913670e+02,7.935918e+01,
5.000000e-01,4096,4096,4096,OS2-accu-8,1.441303e-01,2.686758e-08,3.916955e+02,7.228030e+01,
5.000000e-01,4096,4096,4096,OS2-accu-9,2.162072e-03,2.073485e-08,3.900930e+02,6.623449e+01,
5.000000e-01,4096,4096,4096,OS2-accu-10,3.918719e-05,2.065751e-08,3.899494e+02,6.061979e+01,
5.000000e-01,4096,4096,4096,OS2-accu-11,4.559369e-05,2.065726e-08,3.908807e+02,5.555363e+01,
5.000000e-01,4096,4096,4096,OS2-accu-12,5.709229e-05,2.065727e-08,3.892195e+02,5.155346e+01,
5.000000e-01,4096,4096,4096,OS2-accu-13,1.537194e-04,2.065970e-08,3.915228e+02,4.773617e+01,
5.000000e-01,4096,4096,4096,OS2-accu-14,1.171977e-04,2.065944e-08,3.899718e+02,4.475566e+01,
5.000000e-01,4096,4096,4096,OS2-accu-15,8.197850e-05,2.065841e-08,3.899888e+02,4.193723e+01,
5.000000e-01,8192,8192,8192,INT8-GEMM,,,3.017360e+02,1.457515e+03,
5.000000e-01,8192,8192,8192,SGEMM,7.734183e+02,1.332109e-06,3.301629e+02,5.819514e+01,
5.000000e-01,8192,8192,8192,SGEMM-TF32,1.166308e+05,2.942213e-04,3.932940e+02,3.242929e+02,
5.000000e-01,8192,8192,8192,OS2-fast-2,5.273141e+07,1.000000e+00,3.052200e+02,4.826990e+02,
5.000000e-01,8192,8192,8192,OS2-fast-3,6.550230e+07,1.537485e-01,3.887445e+02,2.602052e+02,
5.000000e-01,8192,8192,8192,OS2-fast-4,2.136260e+06,1.012576e-02,3.897523e+02,2.038901e+02,
5.000000e-01,8192,8192,8192,OS2-fast-5,1.538877e+04,6.348467e-04,3.937968e+02,1.647265e+02,
5.000000e-01,8192,8192,8192,OS2-fast-6,8.613708e+02,3.961832e-05,4.049141e+02,1.344235e+02,
5.000000e-01,8192,8192,8192,OS2-fast-7,1.227338e+03,2.414376e-06,3.919794e+02,1.194144e+02,
5.000000e-01,8192,8192,8192,OS2-fast-8,2.427474e+01,1.028988e-07,3.917750e+02,1.055894e+02,
5.000000e-01,8192,8192,8192,OS2-fast-9,2.620628e+00,2.130186e-08,3.921316e+02,9.438773e+01,
5.000000e-01,8192,8192,8192,OS2-fast-10,1.059074e-02,2.067325e-08,3.874945e+02,8.623412e+01,
5.000000e-01,8192,8192,8192,OS2-fast-11,5.156405e-02,2.072732e-08,3.870065e+02,7.875878e+01,
5.000000e-01,8192,8192,8192,OS2-fast-12,5.463342e-02,2.071414e-08,3.869603e+02,7.242572e+01,
5.000000e-01,8192,8192,8192,OS2-fast-13,6.507209e-02,2.071323e-08,3.879672e+02,6.668031e+01,
5.000000e-01,8192,8192,8192,OS2-fast-14,8.762917e-02,2.070790e-08,3.882882e+02,6.167687e+01,
5.000000e-01,8192,8192,8192,OS2-fast-15,1.106495e-01,2.069283e-08,3.874523e+02,5.785567e+01,
5.000000e-01,8192,8192,8192,OS2-accu-2,1.285328e+08,5.302205e-01,3.772055e+02,2.597282e+02,
5.000000e-01,8192,8192,8192,OS2-accu-3,3.128354e+06,4.109438e-02,3.900138e+02,1.945121e+02,
5.000000e-01,8192,8192,8192,OS2-accu-4,5.516649e+05,2.603654e-03,3.933125e+02,1.605318e+02,
5.000000e-01,8192,8192,8192,OS2-accu-5,2.834546e+04,1.627908e-04,4.090190e+02,1.317186e+02,
5.000000e-01,8192,8192,8192,OS2-accu-6,6.060930e+03,1.011241e-05,3.872232e+02,1.180721e+02,
5.000000e-01,8192,8192,8192,OS2-accu-7,1.682677e+02,5.713827e-07,3.896035e+02,1.033824e+02,
5.000000e-01,8192,8192,8192,OS2-accu-8,4.047199e+00,4.394696e-08,3.893105e+02,9.319866e+01,
5.000000e-01,8192,8192,8192,OS2-accu-9,2.002368e-01,2.087344e-08,3.858597e+02,8.548451e+01,
5.000000e-01,8192,8192,8192,OS2-accu-10,3.509190e-03,2.066234e-08,3.886447e+02,7.765936e+01,
5.000000e-01,8192,8192,8192,OS2-accu-11,3.780569e-03,2.066180e-08,3.832487e+02,7.172118e+01,
5.000000e-01,8192,8192,8192,OS2-accu-12,1.782668e-03,2.066146e-08,3.882990e+02,6.597623e+01,
5.000000e-01,8192,8192,8192,OS2-accu-13,8.071146e-04,2.066160e-08,3.887672e+02,6.099786e+01,
5.000000e-01,8192,8192,8192,OS2-accu-14,3.317354e-03,2.066128e-08,3.852507e+02,5.762546e+01,
5.000000e-01,8192,8192,8192,OS2-accu-15,2.959410e-04,2.066013e-08,3.854604e+02,5.365784e+01,
5.000000e-01,16384,16384,16384,INT8-GEMM,,,2.995924e+02,1.453359e+03,
5.000000e-01,16384,16384,16384,SGEMM,4.590514e+01,1.063093e-06,3.664266e+02,5.218218e+01,
5.000000e-01,16384,16384,16384,SGEMM-TF32,2.698317e+04,2.934356e-04,3.946790e+02,3.089028e+02,
5.000000e-01,16384,16384,16384,OS2-fast-2,6.695591e+04,1.000000e+00,2.798304e+02,6.286438e+02,
5.000000e-01,16384,16384,16384,OS2-fast-3,1.407051e+07,2.993717e-01,3.895514e+02,2.954171e+02,
5.000000e-01,16384,16384,16384,OS2-fast-4,5.160692e+05,2.085439e-02,3.979882e+02,2.188046e+02,
5.000000e-01,16384,16384,16384,OS2-fast-5,4.300603e+04,1.312337e-03,3.921188e+02,1.794407e+02,
5.000000e-01,16384,16384,16384,OS2-fast-6,3.998804e+03,8.198984e-05,3.917988e+02,1.496615e+02,
5.000000e-01,16384,16384,16384,OS2-fast-7,1.464808e+02,5.061482e-06,3.920863e+02,1.281851e+02,
5.000000e-01,16384,16384,16384,OS2-fast-8,1.675341e+01,2.586209e-07,3.910954e+02,1.133901e+02,
5.000000e-01,16384,16384,16384,OS2-fast-9,2.221718e-01,2.270889e-08,3.932802e+02,1.007469e+02,
5.000000e-01,16384,16384,16384,OS2-fast-10,1.075144e-02,2.070144e-08,3.889408e+02,9.192899e+01,
5.000000e-01,16384,16384,16384,OS2-fast-11,8.322988e-03,2.070836e-08,3.849774e+02,8.384443e+01,
5.000000e-01,16384,16384,16384,OS2-fast-12,5.892665e-03,2.069793e-08,3.880614e+02,7.682963e+01,
5.000000e-01,16384,16384,16384,OS2-fast-13,1.731160e-02,2.069725e-08,3.843498e+02,7.095847e+01,
5.000000e-01,16384,16384,16384,OS2-fast-14,1.660164e-02,2.070407e-08,3.867005e+02,6.561365e+01,
5.000000e-01,16384,16384,16384,OS2-fast-15,1.729202e-02,2.076086e-08,3.846827e+02,6.124286e+01,
5.000000e-01,16384,16384,16384,OS2-accu-2,1.695679e+07,8.241168e-01,3.630618e+02,3.230036e+02,
5.000000e-01,16384,16384,16384,OS2-accu-3,4.268094e+06,8.013016e-02,3.761801e+02,2.270117e+02,
5.000000e-01,16384,16384,16384,OS2-accu-4,2.397375e+05,5.144424e-03,3.887781e+02,1.791916e+02,
5.000000e-01,16384,16384,16384,OS2-accu-5,7.423616e+03,3.219521e-04,3.860103e+02,1.519135e+02,
5.000000e-01,16384,16384,16384,OS2-accu-6,7.460524e+02,2.006193e-05,3.850257e+02,1.305409e+02,
5.000000e-01,16384,16384,16384,OS2-accu-7,5.289603e+01,1.216296e-06,3.842090e+02,1.144621e+02,
5.000000e-01,16384,16384,16384,OS2-accu-8,1.888650e+00,4.593017e-08,3.883472e+02,1.011093e+02,
5.000000e-01,16384,16384,16384,OS2-accu-9,4.834152e-02,2.088835e-08,3.871899e+02,9.160023e+01,
5.000000e-01,16384,16384,16384,OS2-accu-10,5.129116e-04,2.065933e-08,3.830457e+02,8.426475e+01,
5.000000e-01,16384,16384,16384,OS2-accu-11,5.987365e-04,2.065819e-08,3.829320e+02,7.720785e+01,
5.000000e-01,16384,16384,16384,OS2-accu-12,3.546313e-04,2.065776e-08,3.811585e+02,7.155246e+01,
5.000000e-01,16384,16384,16384,OS2-accu-13,1.891590e-03,2.066511e-08,3.821499e+02,6.639497e+01,
5.000000e-01,16384,16384,16384,OS2-accu-14,3.401489e-03,2.066409e-08,3.810606e+02,6.182602e+01,
5.000000e-01,16384,16384,16384,OS2-accu-15,8.655126e-04,2.066134e-08,3.832440e+02,5.786019e+01,
