phi,m,n,k,function,relerr_max,relerr_med,TFLOPS,total_time [sec],conv_64f_2_8i,cublasGemmEx,conv_32i_2_8u,inverse_scaling,
5.000000e-01,1024,1024,1024,INT8-GEMM,,,1.387881e+02,1.547311e-05,,,,,
5.000000e-01,1024,1024,1024,DGEMM,8.594851e-10,8.762780e-16,4.100222e+01,5.237481e-05,,,,,
5.000000e-01,1024,1024,1024,OS2-fast-2,1.215276e+05,6.299566e-01,1.812557e+01,1.184781e-04,3.287772e-05,3.224640e-05,1.680237e-05,1.340243e-05,
5.000000e-01,1024,1024,1024,OS2-fast-3,6.485873e+04,5.129632e-02,1.471811e+01,1.459076e-04,3.544443e-05,4.788715e-05,2.514024e-05,1.434607e-05,
5.000000e-01,1024,1024,1024,OS2-fast-4,4.553197e+03,3.283985e-03,1.240381e+01,1.731310e-04,3.951827e-05,6.312893e-05,3.339803e-05,1.386836e-05,
5.000000e-01,1024,1024,1024,OS2-fast-5,2.520982e+02,2.069958e-04,1.086501e+01,1.976514e-04,4.136313e-05,7.796044e-05,4.087669e-05,1.447602e-05,
5.000000e-01,1024,1024,1024,OS2-fast-6,1.592215e+01,1.295139e-05,9.600248e+00,2.236904e-04,4.332788e-05,9.297151e-05,4.890859e-05,1.542061e-05,
5.000000e-01,1024,1024,1024,OS2-fast-7,4.928434e-01,8.102758e-07,8.598929e+00,2.497385e-04,4.509957e-05,1.082123e-04,5.711854e-05,1.631054e-05,
5.000000e-01,1024,1024,1024,OS2-fast-8,3.936469e-02,5.064139e-08,7.784665e+00,2.758608e-04,4.610412e-05,1.246189e-04,6.536057e-05,1.669234e-05,
5.000000e-01,1024,1024,1024,OS2-fast-9,3.744011e-03,3.161367e-09,7.150796e+00,3.003139e-04,4.658545e-05,1.391934e-04,7.373045e-05,1.769838e-05,
5.000000e-01,1024,1024,1024,OS2-fast-10,1.270989e-04,1.974574e-10,6.632259e+00,3.237937e-04,4.753552e-05,1.538391e-04,8.107201e-05,1.845457e-05,
5.000000e-01,1024,1024,1024,OS2-fast-11,1.117788e-05,1.235789e-11,6.120752e+00,3.508529e-04,4.834540e-05,1.701579e-04,8.984157e-05,1.952749e-05,
5.000000e-01,1024,1024,1024,OS2-fast-12,1.414146e-06,7.725493e-13,5.746027e+00,3.737337e-04,4.913185e-05,1.848438e-04,9.792985e-05,1.894415e-05,
5.000000e-01,1024,1024,1024,OS2-fast-13,4.720867e-08,4.814241e-14,5.251909e+00,4.088958e-04,6.079872e-05,1.998865e-04,1.052549e-04,2.000810e-05,
5.000000e-01,1024,1024,1024,OS2-fast-14,4.678982e-09,3.959969e-15,4.909482e+00,4.374155e-04,6.310337e-05,2.162620e-04,1.139329e-04,2.119143e-05,
5.000000e-01,1024,1024,1024,OS2-fast-15,3.321655e-10,2.786150e-16,4.623390e+00,4.644825e-04,6.556192e-05,2.317252e-04,1.218970e-04,2.231974e-05,
5.000000e-01,1024,1024,1024,OS2-fast-16,7.896671e-12,4.856916e-17,4.373937e+00,4.909727e-04,6.772602e-05,2.469291e-04,1.298132e-04,2.352102e-05,
5.000000e-01,1024,1024,1024,OS2-fast-17,1.253078e-13,4.547194e-17,4.154190e+00,5.169440e-04,6.952570e-05,2.622875e-04,1.376753e-04,2.447593e-05,
5.000000e-01,1024,1024,1024,OS2-fast-18,1.154293e-15,4.542055e-17,3.949323e+00,5.437600e-04,7.165270e-05,2.772458e-04,1.459260e-04,2.593509e-05,
5.000000e-01,1024,1024,1024,OS2-fast-19,2.181671e-16,4.536940e-17,3.693935e+00,5.813539e-04,8.382119e-05,2.933635e-04,1.542084e-04,2.693958e-05,
5.000000e-01,1024,1024,1024,OS2-fast-20,2.185905e-16,4.549186e-17,3.534399e+00,6.075952e-04,8.701284e-05,3.088706e-04,1.621340e-04,2.656805e-05,
5.000000e-01,1024,1024,1024,OS2-accu-2,1.424150e+05,1.979698e-01,1.487786e+01,1.443409e-04,6.142589e-05,3.095166e-05,1.629682e-05,1.316945e-05,
5.000000e-01,1024,1024,1024,OS2-accu-3,1.620708e+04,1.319646e-02,1.247281e+01,1.721732e-04,6.411226e-05,4.656525e-05,2.460458e-05,1.428400e-05,
5.000000e-01,1024,1024,1024,OS2-accu-4,9.260364e+02,8.302998e-04,1.076683e+01,1.994536e-04,6.791254e-05,6.213057e-05,3.295132e-05,1.371634e-05,
5.000000e-01,1024,1024,1024,OS2-accu-5,1.323340e+01,5.186650e-05,9.563719e+00,2.245448e-04,7.005427e-05,7.673075e-05,4.065620e-05,1.451244e-05,
5.000000e-01,1024,1024,1024,OS2-accu-6,3.169186e+00,3.246394e-06,8.507202e+00,2.524313e-04,7.249584e-05,9.254554e-05,4.905843e-05,1.542192e-05,
5.000000e-01,1024,1024,1024,OS2-accu-7,2.237095e-01,2.108297e-07,7.762398e+00,2.766521e-04,7.456655e-05,1.066933e-04,5.646660e-05,1.631021e-05,
5.000000e-01,1024,1024,1024,OS2-accu-8,1.352078e-02,1.957673e-08,7.050406e+00,3.045900e-04,7.585551e-05,1.232298e-04,6.566009e-05,1.680046e-05,
5.000000e-01,1024,1024,1024,OS2-accu-9,3.905016e-04,1.235064e-09,6.538868e+00,3.284183e-04,7.649617e-05,1.381663e-04,7.319591e-05,1.760206e-05,
5.000000e-01,1024,1024,1024,OS2-accu-10,5.075758e-05,7.713458e-11,6.063070e+00,3.541908e-04,7.776080e-05,1.533706e-04,8.166979e-05,1.842638e-05,
5.000000e-01,1024,1024,1024,OS2-accu-11,7.834582e-06,4.823831e-12,5.649548e+00,3.801160e-04,7.870803e-05,1.689488e-04,8.981779e-05,1.959666e-05,
5.000000e-01,1024,1024,1024,OS2-accu-12,4.346313e-07,3.053771e-13,5.298951e+00,4.052658e-04,7.999307e-05,1.849069e-04,9.826040e-05,1.902124e-05,
5.000000e-01,1024,1024,1024,OS2-accu-13,1.697952e-08,2.399088e-14,4.861336e+00,4.417477e-04,9.171936e-05,2.008223e-04,1.061201e-04,2.010509e-05,
5.000000e-01,1024,1024,1024,OS2-accu-14,1.125475e-09,1.394236e-15,4.599331e+00,4.669122e-04,9.407708e-05,2.152221e-04,1.135805e-04,2.115153e-05,
5.000000e-01,1024,1024,1024,OS2-accu-15,6.403499e-11,7.093988e-17,4.344556e+00,4.942930e-04,9.646650e-05,2.307739e-04,1.217171e-04,2.235177e-05,
5.000000e-01,1024,1024,1024,OS2-accu-16,1.459027e-12,4.609236e-17,4.112988e+00,5.221225e-04,9.888373e-05,2.466520e-04,1.299853e-04,2.355882e-05,
5.000000e-01,1024,1024,1024,OS2-accu-17,4.220137e-14,4.543892e-17,3.919379e+00,5.479142e-04,1.005343e-04,2.621994e-04,1.377359e-04,2.448265e-05,
5.000000e-01,1024,1024,1024,OS2-accu-18,5.386074e-16,4.545186e-17,3.724868e+00,5.765261e-04,1.031004e-04,2.780436e-04,1.462520e-04,2.599239e-05,
5.000000e-01,1024,1024,1024,OS2-accu-19,2.191288e-16,4.540600e-17,3.510642e+00,6.117068e-04,1.152291e-04,2.928457e-04,1.536249e-04,2.695229e-05,
5.000000e-01,1024,1024,1024,OS2-accu-20,2.205861e-16,4.541111e-17,3.362486e+00,6.386595e-04,1.185239e-04,3.084661e-04,1.619849e-04,2.659748e-05,
5.000000e-01,2048,2048,2048,INT8-GEMM,,,4.898332e+02,3.507290e-05,,,,,
5.000000e-01,2048,2048,2048,DGEMM,3.801892e-09,1.240304e-15,5.674400e+01,3.027610e-04,,,,,
5.000000e-01,2048,2048,2048,OS2-fast-2,1.112500e+06,7.110512e-01,6.974560e+01,2.463219e-04,9.194689e-05,7.708943e-05,2.201479e-05,3.252031e-05,
5.000000e-01,2048,2048,2048,OS2-fast-3,5.404253e+04,6.089621e-02,5.638263e+01,3.047014e-04,9.665434e-05,1.141841e-04,3.257851e-05,3.871737e-05,
5.000000e-01,2048,2048,2048,OS2-fast-4,1.429088e+04,3.881046e-03,4.849711e+01,3.542452e-04,1.001298e-04,1.525655e-04,4.448456e-05,3.407360e-05,
5.000000e-01,2048,2048,2048,OS2-fast-5,2.658027e+02,2.428282e-04,4.230089e+01,4.061349e-04,1.027477e-04,1.875545e-04,5.475533e-05,3.825909e-05,
5.000000e-01,2048,2048,2048,OS2-fast-6,1.682838e+02,1.516748e-05,3.696141e+01,4.648056e-04,1.067867e-04,2.251778e-04,6.589148e-05,4.407157e-05,
5.000000e-01,2048,2048,2048,OS2-fast-7,7.657444e-01,9.486671e-07,3.286580e+01,5.227279e-04,1.110423e-04,2.612171e-04,7.680683e-05,5.064619e-05,
5.000000e-01,2048,2048,2048,OS2-fast-8,2.666694e-01,5.932626e-08,3.001885e+01,5.723028e-04,1.148571e-04,2.992499e-04,8.803661e-05,4.711563e-05,
5.000000e-01,2048,2048,2048,OS2-fast-9,6.303068e-03,3.704637e-09,2.745091e+01,6.258398e-04,1.163123e-04,3.352148e-04,9.864239e-05,5.261544e-05,
5.000000e-01,2048,2048,2048,OS2-fast-10,3.530635e-04,2.394642e-10,2.503253e+01,6.863019e-04,1.205370e-04,3.728402e-04,1.107486e-04,5.866113e-05,
5.000000e-01,2048,2048,2048,OS2-fast-11,5.088182e-05,2.803394e-11,2.316724e+01,7.415589e-04,1.245651e-04,4.065136e-04,1.217720e-04,6.532729e-05,
5.000000e-01,2048,2048,2048,OS2-fast-12,1.398097e-06,1.809351e-12,2.184292e+01,7.865190e-04,1.284489e-04,4.444642e-04,1.324651e-04,5.771935e-05,
5.000000e-01,2048,2048,2048,OS2-fast-13,5.686636e-08,1.130450e-13,1.955263e+01,8.786477e-04,1.702375e-04,4.785733e-04,1.435572e-04,6.288030e-05,
5.000000e-01,2048,2048,2048,OS2-fast-14,4.951593e-08,6.945171e-15,1.819007e+01,9.444639e-04,1.797114e-04,5.175072e-04,1.546096e-04,6.905335e-05,
5.000000e-01,2048,2048,2048,OS2-fast-15,2.719570e-09,3.387687e-16,1.706213e+01,1.006901e-03,1.889929e-04,5.524431e-04,1.662961e-04,7.565518e-05,
5.000000e-01,2048,2048,2048,OS2-fast-16,1.704321e-11,4.936928e-17,1.612626e+01,1.065335e-03,1.981003e-04,5.891451e-04,1.767508e-04,7.760881e-05,
5.000000e-01,2048,2048,2048,OS2-fast-17,4.682423e-12,4.560341e-17,1.523400e+01,1.127732e-03,2.058998e-04,6.260718e-04,1.882681e-04,8.363335e-05,
5.000000e-01,2048,2048,2048,OS2-fast-18,9.594812e-14,4.545630e-17,1.444462e+01,1.189361e-03,2.147212e-04,6.618373e-04,1.990358e-04,9.001119e-05,
5.000000e-01,2048,2048,2048,OS2-fast-19,2.211992e-16,4.547697e-17,1.332617e+01,1.289182e-03,2.612381e-04,6.972981e-04,2.102437e-04,9.666714e-05,
5.000000e-01,2048,2048,2048,OS2-fast-20,2.197772e-16,4.548646e-17,1.288059e+01,1.333780e-03,2.724182e-04,7.294986e-04,2.199160e-04,8.835713e-05,
5.000000e-01,2048,2048,2048,OS2-accu-2,1.807812e+06,2.957520e-01,5.162931e+01,3.327542e-04,1.789286e-04,7.617357e-05,2.207562e-05,3.264540e-05,
5.000000e-01,2048,2048,2048,OS2-accu-3,1.138563e+05,2.059556e-02,4.403472e+01,3.901437e-04,1.824630e-04,1.128958e-04,3.302716e-05,3.885081e-05,
5.000000e-01,2048,2048,2048,OS2-accu-4,4.025137e+03,1.295094e-03,3.955128e+01,4.343695e-04,1.856499e-04,1.482416e-04,4.374896e-05,3.389885e-05,
5.000000e-01,2048,2048,2048,OS2-accu-5,1.761531e+02,8.100134e-05,3.511368e+01,4.892643e-04,1.882246e-04,1.851555e-04,5.464353e-05,3.828892e-05,
5.000000e-01,2048,2048,2048,OS2-accu-6,3.683517e+00,5.060862e-06,3.143193e+01,5.465737e-04,1.917807e-04,2.222262e-04,6.540182e-05,4.407890e-05,
5.000000e-01,2048,2048,2048,OS2-accu-7,1.173883e+00,3.440375e-07,2.840226e+01,6.048768e-04,1.963116e-04,2.585602e-04,7.639079e-05,5.058733e-05,
5.000000e-01,2048,2048,2048,OS2-accu-8,1.339974e-01,2.953872e-08,2.613400e+01,6.573761e-04,2.016396e-04,2.977254e-04,8.767281e-05,4.716428e-05,
5.000000e-01,2048,2048,2048,OS2-accu-9,5.053279e-03,1.846926e-09,2.412059e+01,7.122491e-04,2.032484e-04,3.331048e-04,9.970882e-05,5.271720e-05,
5.000000e-01,2048,2048,2048,OS2-accu-10,3.447213e-04,1.152860e-10,2.233897e+01,7.690536e-04,2.078612e-04,3.691718e-04,1.102104e-04,5.860638e-05,
5.000000e-01,2048,2048,2048,OS2-accu-11,2.750559e-05,7.215785e-12,2.084418e+01,8.242047e-04,2.119718e-04,4.033358e-04,1.205451e-04,6.506778e-05,
5.000000e-01,2048,2048,2048,OS2-accu-12,5.645197e-06,4.523980e-13,1.970890e+01,8.716807e-04,2.163340e-04,4.416089e-04,1.324103e-04,5.772006e-05,
5.000000e-01,2048,2048,2048,OS2-accu-13,7.943825e-08,3.757984e-14,1.777077e+01,9.667485e-04,2.575298e-04,4.785609e-04,1.440021e-04,6.304413e-05,
5.000000e-01,2048,2048,2048,OS2-accu-14,3.825495e-08,2.233723e-15,1.665917e+01,1.031256e-03,2.673354e-04,5.168877e-04,1.544556e-04,6.897138e-05,
5.000000e-01,2048,2048,2048,OS2-accu-15,7.279335e-10,9.418217e-17,1.571498e+01,1.093216e-03,2.770553e-04,5.505198e-04,1.662918e-04,7.573390e-05,
5.000000e-01,2048,2048,2048,OS2-accu-16,2.763511e-11,4.682043e-17,1.491088e+01,1.152170e-03,2.854782e-04,5.888079e-04,1.765546e-04,7.766542e-05,
5.000000e-01,2048,2048,2048,OS2-accu-17,6.826385e-13,4.550301e-17,1.421063e+01,1.208945e-03,2.931764e-04,6.218838e-04,1.865615e-04,8.354153e-05,
5.000000e-01,2048,2048,2048,OS2-accu-18,5.862032e-15,4.547429e-17,1.346629e+01,1.275769e-03,3.025293e-04,6.603477e-04,1.990163e-04,9.016165e-05,
5.000000e-01,2048,2048,2048,OS2-accu-19,2.193263e-16,4.548584e-17,1.252949e+01,1.371155e-03,3.483646e-04,6.932215e-04,2.092284e-04,9.662454e-05,
5.000000e-01,2048,2048,2048,OS2-accu-20,2.203968e-16,4.546164e-17,1.205988e+01,1.424547e-03,3.598895e-04,7.309908e-04,2.215425e-04,8.836930e-05,
5.000000e-01,4096,4096,4096,INT8-GEMM,,,1.453734e+03,9.454203e-05,,,,,
5.000000e-01,4096,4096,4096,DGEMM,7.080380e-08,1.753983e-15,6.115624e+01,2.247341e-03,,,,,
5.000000e-01,4096,4096,4096,OS2-fast-2,2.885624e+06,1.000000e+00,2.094908e+02,6.560619e-04,2.549458e-04,1.992446e-04,6.513886e-05,1.134906e-04,
5.000000e-01,4096,4096,4096,OS2-fast-3,3.235056e+06,1.395752e-01,1.641439e+02,8.373076e-04,2.724093e-04,3.057231e-04,9.756061e-05,1.383358e-04,
5.000000e-01,4096,4096,4096,OS2-fast-4,4.092906e+04,9.130770e-03,1.443860e+02,9.518859e-04,2.836076e-04,4.060741e-04,1.293138e-04,1.098340e-04,
5.000000e-01,4096,4096,4096,OS2-fast-5,1.050983e+04,5.725878e-04,1.229841e+02,1.117535e-03,2.936308e-04,5.061006e-04,1.620792e-04,1.323186e-04,
5.000000e-01,4096,4096,4096,OS2-fast-6,1.472173e+02,3.577596e-05,1.065400e+02,1.290022e-03,3.095609e-04,6.051689e-04,1.969650e-04,1.549583e-04,
5.000000e-01,4096,4096,4096,OS2-fast-7,2.257349e+01,2.236210e-06,9.354646e+01,1.469205e-03,3.278106e-04,7.086327e-04,2.285340e-04,1.808134e-04,
5.000000e-01,4096,4096,4096,OS2-fast-8,8.654125e-01,1.398155e-07,8.629592e+01,1.592647e-03,3.462734e-04,8.063968e-04,2.594844e-04,1.570690e-04,
5.000000e-01,4096,4096,4096,OS2-fast-9,1.514870e-01,8.737840e-09,7.796141e+01,1.762910e-03,3.563748e-04,9.092208e-04,2.930174e-04,1.805971e-04,
5.000000e-01,4096,4096,4096,OS2-fast-10,1.447611e-02,5.459746e-10,7.091230e+01,1.938154e-03,3.740732e-04,1.007483e-03,3.283690e-04,2.045255e-04,
5.000000e-01,4096,4096,4096,OS2-fast-11,3.324825e-04,3.411377e-11,6.518040e+01,2.108593e-03,3.911190e-04,1.105508e-03,3.580741e-04,2.300542e-04,
5.000000e-01,4096,4096,4096,OS2-fast-12,2.139311e-05,2.133168e-12,6.174934e+01,2.225756e-03,4.083813e-04,1.206595e-03,3.914208e-04,1.955893e-04,
5.000000e-01,4096,4096,4096,OS2-fast-13,2.835420e-06,1.331647e-13,5.445606e+01,2.523850e-03,5.525826e-04,1.305089e-03,4.246109e-04,2.176723e-04,
5.000000e-01,4096,4096,4096,OS2-fast-14,2.988413e-07,1.031907e-14,5.057453e+01,2.717553e-03,5.881182e-04,1.404504e-03,4.598226e-04,2.411477e-04,
5.000000e-01,4096,4096,4096,OS2-fast-15,2.774731e-09,9.246371e-16,4.721409e+01,2.910973e-03,6.239754e-04,1.505712e-03,4.893354e-04,2.677258e-04,
5.000000e-01,4096,4096,4096,OS2-fast-16,5.638285e-10,5.918604e-17,4.460541e+01,3.081217e-03,6.608778e-04,1.606447e-03,5.208528e-04,2.688439e-04,
5.000000e-01,4096,4096,4096,OS2-fast-17,2.670773e-12,4.567563e-17,4.209731e+01,3.264792e-03,6.905425e-04,1.701785e-03,5.543037e-04,2.939092e-04,
5.000000e-01,4096,4096,4096,OS2-fast-18,1.051019e-13,4.546625e-17,3.978309e+01,3.454708e-03,7.246541e-04,1.800069e-03,5.873656e-04,3.184104e-04,
5.000000e-01,4096,4096,4096,OS2-fast-19,3.343655e-15,4.545691e-17,3.621124e+01,3.795477e-03,9.096511e-04,1.897729e-03,6.194146e-04,3.444613e-04,
