phi,m,n,k,function,TFLOPS,total_time[sec],scaling,low_prec_gemm,mod_hi2mid,undo_scaling
-1,1024,1024,1024,OS2-i8-fast-12,19 ,4.58E-04,6.92E-05,2.75E-04,7.25E-05,1.64E-05
-1,1024,1024,1024,OS2-i8-fast-13,18 ,4.67E-04,7.24E-05,2.79E-04,7.44E-05,1.64E-05
-1,1024,1024,1024,OS2-i8-fast-14,18 ,4.77E-04,7.61E-05,2.82E-04,7.73E-05,1.64E-05
-1,1024,1024,1024,OS2-i8-fast-15,16 ,5.22E-04,7.94E-05,3.11E-04,8.58E-05,1.85E-05
-1,1024,1024,1024,OS2-i8-fast-16,16 ,5.40E-04,9.48E-05,3.12E-04,8.72E-05,1.84E-05
-1,1024,1024,1024,OS2-i8-accu-12,17 ,5.08E-04,1.18E-04,2.76E-04,7.18E-05,1.64E-05
-1,1024,1024,1024,OS2-i8-accu-13,17 ,5.16E-04,1.21E-04,2.79E-04,7.41E-05,1.64E-05
-1,1024,1024,1024,OS2-i8-accu-14,16 ,5.26E-04,1.25E-04,2.81E-04,7.66E-05,1.64E-05
-1,1024,1024,1024,OS2-i8-accu-15,15 ,5.69E-04,1.29E-04,3.11E-04,8.43E-05,1.85E-05
-1,1024,1024,1024,OS2-i8-accu-16,15 ,5.89E-04,1.46E-04,3.11E-04,8.59E-05,1.84E-05
-1,1024,1024,1024,OS2-f8-fast-12,17 ,5.20E-04,1.36E-04,2.29E-04,1.14E-04,1.64E-05
-1,1024,1024,1024,OS2-f8-fast-13,14 ,6.02E-04,1.83E-04,2.52E-04,1.25E-04,1.64E-05
-1,1024,1024,1024,OS2-f8-fast-14,14 ,6.34E-04,1.96E-04,2.61E-04,1.32E-04,1.84E-05
-1,1024,1024,1024,OS2-f8-fast-15,13 ,6.80E-04,2.10E-04,2.82E-04,1.41E-04,1.84E-05
-1,1024,1024,1024,OS2-f8-fast-16,12 ,7.11E-04,2.24E-04,2.91E-04,1.47E-04,2.05E-05
-1,1024,1024,1024,OS2-f8-accu-12,16 ,5.35E-04,1.50E-04,2.30E-04,1.14E-04,1.64E-05
-1,1024,1024,1024,OS2-f8-accu-13,14 ,6.08E-04,1.88E-04,2.52E-04,1.25E-04,1.64E-05
-1,1024,1024,1024,OS2-f8-accu-14,14 ,6.34E-04,1.98E-04,2.60E-04,1.30E-04,1.84E-05
-1,1024,1024,1024,OS2-f8-accu-15,13 ,6.79E-04,2.10E-04,2.83E-04,1.41E-04,1.84E-05
-1,1024,1024,1024,OS2-f8-accu-16,12 ,7.08E-04,2.24E-04,2.90E-04,1.47E-04,2.05E-05
-1,1024,1024,1024,OS1-7,36 ,2.38E-04,,,,
-1,1024,1024,1024,OS1-11,25 ,3.46E-04,,,,
-1,1024,1024,1024,ZGEMM,33 ,2.58E-04,,,,
-1,1024,1024,1024,ZGEMM3m,42 ,2.07E-04,,,,
-1,1024,1024,2048,OS2-i8-fast-12,30 ,5.69E-04,1.22E-04,3.35E-04,7.13E-05,1.64E-05
-1,1024,1024,2048,OS2-i8-fast-13,30 ,5.80E-04,1.28E-04,3.38E-04,7.27E-05,1.64E-05
-1,1024,1024,2048,OS2-i8-fast-14,29 ,5.95E-04,1.35E-04,3.40E-04,7.72E-05,1.64E-05
-1,1024,1024,2048,OS2-i8-fast-15,27 ,6.48E-04,1.42E-04,3.76E-04,8.40E-05,1.84E-05
-1,1024,1024,2048,OS2-i8-fast-16,25 ,6.89E-04,1.79E-04,3.78E-04,8.57E-05,1.84E-05
-1,1024,1024,2048,OS2-i8-accu-12,27 ,6.25E-04,1.79E-04,3.36E-04,6.94E-05,1.64E-05
-1,1024,1024,2048,OS2-i8-accu-13,27 ,6.38E-04,1.86E-04,3.38E-04,7.28E-05,1.64E-05
-1,1024,1024,2048,OS2-i8-accu-14,26 ,6.51E-04,1.91E-04,3.39E-04,7.73E-05,1.64E-05
-1,1024,1024,2048,OS2-i8-accu-15,24 ,7.04E-04,1.98E-04,3.76E-04,8.39E-05,1.85E-05
-1,1024,1024,2048,OS2-i8-accu-16,23 ,7.47E-04,2.37E-04,3.77E-04,8.64E-05,1.84E-05
-1,1024,1024,2048,OS2-f8-fast-12,25 ,6.80E-04,2.44E-04,2.75E-04,1.20E-04,1.64E-05
-1,1024,1024,2048,OS2-f8-fast-13,21 ,8.04E-04,3.28E-04,3.02E-04,1.32E-04,1.64E-05
-1,1024,1024,2048,OS2-f8-fast-14,20 ,8.54E-04,3.51E-04,3.17E-04,1.41E-04,1.84E-05
-1,1024,1024,2048,OS2-f8-fast-15,19 ,9.13E-04,3.75E-04,3.40E-04,1.52E-04,1.84E-05
-1,1024,1024,2048,OS2-f8-fast-16,18 ,9.62E-04,4.00E-04,3.54E-04,1.59E-04,2.05E-05
-1,1024,1024,2048,OS2-f8-accu-12,25 ,6.84E-04,2.49E-04,2.74E-04,1.19E-04,1.64E-05
-1,1024,1024,2048,OS2-f8-accu-13,21 ,8.02E-04,3.26E-04,3.01E-04,1.32E-04,1.64E-05
-1,1024,1024,2048,OS2-f8-accu-14,20 ,8.47E-04,3.46E-04,3.16E-04,1.40E-04,1.84E-05
-1,1024,1024,2048,OS2-f8-accu-15,19 ,9.01E-04,3.67E-04,3.38E-04,1.50E-04,1.84E-05
-1,1024,1024,2048,OS2-f8-accu-16,18 ,9.47E-04,3.87E-04,3.52E-04,1.58E-04,2.05E-05
-1,1024,1024,2048,OS1-7,43 ,3.95E-04,,,,
-1,1024,1024,2048,OS1-11,28 ,6.10E-04,,,,
-1,1024,1024,2048,ZGEMM,37 ,4.66E-04,,,,
-1,1024,1024,2048,ZGEMM3m,43 ,4.00E-04,,,,
-1,1024,1024,4096,OS2-i8-fast-12,44 ,7.83E-04,2.20E-04,4.50E-04,7.13E-05,1.64E-05
-1,1024,1024,4096,OS2-i8-fast-13,43 ,7.99E-04,2.31E-04,4.52E-04,7.41E-05,1.64E-05
-1,1024,1024,4096,OS2-i8-fast-14,42 ,8.21E-04,2.44E-04,4.55E-04,7.84E-05,1.64E-05
-1,1024,1024,4096,OS2-i8-fast-15,39 ,8.90E-04,2.56E-04,5.03E-04,8.53E-05,1.84E-05
-1,1024,1024,4096,OS2-i8-fast-16,36 ,9.61E-04,3.20E-04,5.07E-04,8.81E-05,1.84E-05
-1,1024,1024,4096,OS2-i8-accu-12,41 ,8.48E-04,2.87E-04,4.48E-04,7.02E-05,1.64E-05
-1,1024,1024,4096,OS2-i8-accu-13,40 ,8.66E-04,2.99E-04,4.51E-04,7.33E-05,1.64E-05
-1,1024,1024,4096,OS2-i8-accu-14,39 ,8.84E-04,3.10E-04,4.53E-04,7.75E-05,1.64E-05
-1,1024,1024,4096,OS2-i8-accu-15,36 ,9.54E-04,3.22E-04,5.02E-04,8.41E-05,1.85E-05
-1,1024,1024,4096,OS2-i8-accu-16,33 ,1.03E-03,3.92E-04,5.05E-04,8.71E-05,1.84E-05
-1,1024,1024,4096,OS2-f8-fast-12,33 ,1.03E-03,4.53E-04,4.07E-04,1.28E-04,1.64E-05
-1,1024,1024,4096,OS2-f8-fast-13,28 ,1.23E-03,6.08E-04,4.44E-04,1.39E-04,1.64E-05
-1,1024,1024,4096,OS2-f8-fast-14,26 ,1.31E-03,6.50E-04,4.69E-04,1.49E-04,1.84E-05
-1,1024,1024,4096,OS2-f8-fast-15,24 ,1.40E-03,6.93E-04,5.05E-04,1.61E-04,1.84E-05
-1,1024,1024,4096,OS2-f8-fast-16,23 ,1.49E-03,7.43E-04,5.27E-04,1.70E-04,2.05E-05
-1,1024,1024,4096,OS2-f8-accu-12,34 ,1.02E-03,4.41E-04,4.06E-04,1.28E-04,1.64E-05
-1,1024,1024,4096,OS2-f8-accu-13,28 ,1.22E-03,5.93E-04,4.44E-04,1.39E-04,1.64E-05
-1,1024,1024,4096,OS2-f8-accu-14,27 ,1.29E-03,6.32E-04,4.67E-04,1.49E-04,1.84E-05
-1,1024,1024,4096,OS2-f8-accu-15,25 ,1.38E-03,6.73E-04,5.03E-04,1.59E-04,1.84E-05
-1,1024,1024,4096,OS2-f8-accu-16,24 ,1.46E-03,7.14E-04,5.24E-04,1.68E-04,2.05E-05
-1,1024,1024,4096,OS1-7,44 ,7.86E-04,,,,
-1,1024,1024,4096,OS1-11,27 ,1.26E-03,,,,
-1,1024,1024,4096,ZGEMM,37 ,9.20E-04,,,,
-1,1024,1024,4096,ZGEMM3m,43 ,7.92E-04,,,,
-1,1024,1024,8192,OS2-i8-fast-12,58 ,1.19E-03,4.09E-04,6.73E-04,7.16E-05,1.64E-05
-1,1024,1024,8192,OS2-i8-fast-13,56 ,1.23E-03,4.32E-04,6.79E-04,7.50E-05,1.64E-05
-1,1024,1024,8192,OS2-i8-fast-14,55 ,1.26E-03,4.55E-04,6.82E-04,7.91E-05,1.64E-05
-1,1024,1024,8192,OS2-i8-fast-15,50 ,1.37E-03,4.81E-04,7.57E-04,8.53E-05,1.84E-05
-1,1024,1024,8192,OS2-i8-fast-16,45 ,1.52E-03,6.21E-04,7.62E-04,9.04E-05,1.84E-05
-1,1024,1024,8192,OS2-i8-accu-12,53 ,1.30E-03,5.10E-04,6.72E-04,7.08E-05,1.64E-05
-1,1024,1024,8192,OS2-i8-accu-13,52 ,1.33E-03,5.32E-04,6.77E-04,7.54E-05,1.64E-05
-1,1024,1024,8192,OS2-i8-accu-14,51 ,1.36E-03,5.53E-04,6.80E-04,7.95E-05,1.64E-05
-1,1024,1024,8192,OS2-i8-accu-15,47 ,1.46E-03,5.77E-04,7.55E-04,8.64E-05,1.84E-05
-1,1024,1024,8192,OS2-i8-accu-16,43 ,1.61E-03,7.12E-04,7.59E-04,9.10E-05,1.84E-05
-1,1024,1024,8192,OS2-f8-fast-12,40 ,1.72E-03,8.82E-04,6.65E-04,1.33E-04,1.64E-05
-1,1024,1024,8192,OS2-f8-fast-13,33 ,2.09E-03,1.18E-03,7.24E-04,1.46E-04,1.64E-05
-1,1024,1024,8192,OS2-f8-fast-14,31 ,2.25E-03,1.27E-03,7.74E-04,1.57E-04,1.84E-05
-1,1024,1024,8192,OS2-f8-fast-15,29 ,2.41E-03,1.36E-03,8.30E-04,1.71E-04,1.84E-05
-1,1024,1024,8192,OS2-f8-fast-16,27 ,2.57E-03,1.46E-03,8.78E-04,1.81E-04,1.84E-05
-1,1024,1024,8192,OS2-f8-accu-12,41 ,1.66E-03,8.25E-04,6.62E-04,1.34E-04,1.64E-05
-1,1024,1024,8192,OS2-f8-accu-13,34 ,2.01E-03,1.12E-03,7.02E-04,1.42E-04,1.64E-05
-1,1024,1024,8192,OS2-f8-accu-14,32 ,2.15E-03,1.20E-03,7.47E-04,1.53E-04,1.66E-05
-1,1024,1024,8192,OS2-f8-accu-15,30 ,2.33E-03,1.29E-03,8.22E-04,1.70E-04,1.84E-05
-1,1024,1024,8192,OS2-f8-accu-16,28 ,2.47E-03,1.37E-03,8.69E-04,1.81E-04,1.84E-05
-1,1024,1024,8192,OS1-7,42 ,1.63E-03,,,,
-1,1024,1024,8192,OS1-11,27 ,2.57E-03,,,,
-1,1024,1024,8192,ZGEMM,38 ,1.82E-03,,,,
-1,1024,1024,8192,ZGEMM3m,44 ,1.57E-03,,,,
-1,1024,1024,16384,OS2-i8-fast-12,68 ,2.03E-03,8.01E-04,1.12E-03,7.21E-05,1.64E-05
-1,1024,1024,16384,OS2-i8-fast-13,66 ,2.09E-03,8.47E-04,1.13E-03,7.64E-05,1.64E-05
-1,1024,1024,16384,OS2-i8-fast-14,64 ,2.15E-03,8.92E-04,1.13E-03,8.02E-05,1.64E-05
-1,1024,1024,16384,OS2-i8-fast-15,59 ,2.34E-03,9.50E-04,1.26E-03,8.67E-05,1.84E-05
-1,1024,1024,16384,OS2-i8-fast-16,52 ,2.63E-03,1.23E-03,1.26E-03,9.19E-05,1.84E-05
-1,1024,1024,16384,OS2-i8-accu-12,63 ,2.18E-03,9.44E-04,1.12E-03,7.28E-05,1.64E-05
-1,1024,1024,16384,OS2-i8-accu-13,62 ,2.23E-03,9.85E-04,1.13E-03,7.69E-05,1.64E-05
-1,1024,1024,16384,OS2-i8-accu-14,60 ,2.28E-03,1.03E-03,1.13E-03,8.07E-05,1.64E-05
-1,1024,1024,16384,OS2-i8-accu-15,56 ,2.46E-03,1.07E-03,1.25E-03,8.74E-05,1.84E-05
-1,1024,1024,16384,OS2-i8-accu-16,50 ,2.74E-03,1.34E-03,1.26E-03,9.26E-05,1.84E-05
-1,1024,1024,16384,OS2-f8-fast-12,43 ,3.21E-03,1.82E-03,1.22E-03,1.23E-04,1.64E-05
-1,1024,1024,16384,OS2-f8-fast-13,35 ,3.88E-03,2.38E-03,1.33E-03,1.34E-04,1.64E-05
-1,1024,1024,16384,OS2-f8-fast-14,33 ,4.17E-03,2.57E-03,1.42E-03,1.42E-04,1.85E-05
-1,1024,1024,16384,OS2-f8-fast-15,30 ,4.51E-03,2.78E-03,1.53E-03,1.52E-04,1.84E-05
-1,1024,1024,16384,OS2-f8-fast-16,29 ,4.82E-03,2.99E-03,1.62E-03,1.61E-04,2.05E-05
-1,1024,1024,16384,OS2-f8-accu-12,47 ,2.95E-03,1.61E-03,1.18E-03,1.23E-04,1.64E-05
-1,1024,1024,16384,OS2-f8-accu-13,38 ,3.65E-03,2.19E-03,1.28E-03,1.34E-04,1.64E-05
-1,1024,1024,16384,OS2-f8-accu-14,35 ,3.98E-03,2.36E-03,1.43E-03,1.43E-04,1.84E-05
-1,1024,1024,16384,OS2-f8-accu-15,32 ,4.28E-03,2.55E-03,1.53E-03,1.54E-04,1.84E-05
-1,1024,1024,16384,OS2-f8-accu-16,31 ,4.50E-03,2.73E-03,1.57E-03,1.61E-04,2.05E-05
-1,1024,1024,16384,OS1-7,58 ,2.38E-03,,,,
-1,1024,1024,16384,OS1-11,32 ,4.33E-03,,,,
-1,1024,1024,16384,ZGEMM,38 ,3.63E-03,,,,
-1,1024,1024,16384,ZGEMM3m,45 ,3.08E-03,,,,
-1,1024,1024,32768,OS2-i8-fast-12,74 ,3.69E-03,1.56E-03,2.01E-03,7.91E-05,1.64E-05
-1,1024,1024,32768,OS2-i8-fast-13,72 ,3.81E-03,1.66E-03,2.02E-03,8.40E-05,1.64E-05
-1,1024,1024,32768,OS2-i8-fast-14,70 ,3.90E-03,1.74E-03,2.03E-03,8.71E-05,1.64E-05
-1,1024,1024,32768,OS2-i8-fast-15,65 ,4.26E-03,1.87E-03,2.25E-03,9.31E-05,1.84E-05
-1,1024,1024,32768,OS2-i8-fast-16,57 ,4.82E-03,2.41E-03,2.26E-03,9.93E-05,1.84E-05
-1,1024,1024,32768,OS2-i8-accu-12,70 ,3.93E-03,1.81E-03,2.00E-03,7.84E-05,1.64E-05
-1,1024,1024,32768,OS2-i8-accu-13,68 ,4.04E-03,1.89E-03,2.02E-03,8.44E-05,1.64E-05
-1,1024,1024,32768,OS2-i8-accu-14,67 ,4.13E-03,1.97E-03,2.02E-03,8.61E-05,1.64E-05
-1,1024,1024,32768,OS2-i8-accu-15,62 ,4.46E-03,2.07E-03,2.24E-03,9.38E-05,1.84E-05
-1,1024,1024,32768,OS2-i8-accu-16,55 ,5.00E-03,2.59E-03,2.26E-03,9.97E-05,1.84E-05
-1,1024,1024,32768,OS2-f8-fast-12,44 ,6.19E-03,3.76E-03,2.25E-03,1.24E-04,1.64E-05
-1,1024,1024,32768,OS2-f8-fast-13,37 ,7.37E-03,4.75E-03,2.44E-03,1.34E-04,1.64E-05
-1,1024,1024,32768,OS2-f8-fast-14,34 ,8.01E-03,5.20E-03,2.62E-03,1.43E-04,1.85E-05
-1,1024,1024,32768,OS2-f8-fast-15,32 ,8.64E-03,5.62E-03,2.82E-03,1.53E-04,1.84E-05
-1,1024,1024,32768,OS2-f8-fast-16,30 ,9.20E-03,6.01E-03,2.99E-03,1.62E-04,1.84E-05
-1,1024,1024,32768,OS2-f8-accu-12,49 ,5.57E-03,3.23E-03,2.18E-03,1.23E-04,1.64E-05
-1,1024,1024,32768,OS2-f8-accu-13,40 ,6.85E-03,4.30E-03,2.37E-03,1.33E-04,1.64E-05
-1,1024,1024,32768,OS2-f8-accu-14,37 ,7.42E-03,4.70E-03,2.53E-03,1.43E-04,1.84E-05
-1,1024,1024,32768,OS2-f8-accu-15,34 ,7.97E-03,5.07E-03,2.71E-03,1.53E-04,1.84E-05
-1,1024,1024,32768,OS2-f8-accu-16,32 ,8.50E-03,5.42E-03,2.88E-03,1.61E-04,1.84E-05
-1,1024,1024,32768,OS1-7,64 ,4.30E-03,,,,
-1,1024,1024,32768,OS1-11,33 ,8.43E-03,,,,
-1,1024,1024,32768,ZGEMM,38 ,7.23E-03,,,,
-1,1024,1024,32768,ZGEMM3m,45 ,6.11E-03,,,,
-1,1024,1024,65536,OS2-i8-fast-12,79 ,6.98E-03,3.07E-03,3.79E-03,8.22E-05,1.64E-05
-1,1024,1024,65536,OS2-i8-fast-13,76 ,7.20E-03,3.26E-03,3.81E-03,8.58E-05,1.64E-05
-1,1024,1024,65536,OS2-i8-fast-14,74 ,7.38E-03,3.43E-03,3.82E-03,8.68E-05,1.64E-05
-1,1024,1024,65536,OS2-i8-fast-15,68 ,8.08E-03,3.70E-03,4.24E-03,9.80E-05,1.84E-05
-1,1024,1024,65536,OS2-i8-fast-16,60 ,9.18E-03,4.77E-03,4.26E-03,1.01E-04,1.84E-05
-1,1024,1024,65536,OS2-i8-accu-12,74 ,7.44E-03,3.54E-03,3.78E-03,8.33E-05,1.64E-05
-1,1024,1024,65536,OS2-i8-accu-13,72 ,7.64E-03,3.71E-03,3.81E-03,8.59E-05,1.64E-05
-1,1024,1024,65536,OS2-i8-accu-14,70 ,7.82E-03,3.87E-03,3.82E-03,8.77E-05,1.64E-05
-1,1024,1024,65536,OS2-i8-accu-15,65 ,8.44E-03,4.06E-03,4.23E-03,9.65E-05,1.84E-05
-1,1024,1024,65536,OS2-i8-accu-16,58 ,9.50E-03,5.10E-03,4.25E-03,1.01E-04,1.84E-05
-1,1024,1024,65536,OS2-f8-fast-12,46 ,1.20E-02,7.59E-03,4.25E-03,1.25E-04,1.64E-05
-1,1024,1024,65536,OS2-f8-fast-13,39 ,1.42E-02,9.41E-03,4.63E-03,1.35E-04,1.64E-05
-1,1024,1024,65536,OS2-f8-fast-14,36 ,1.55E-02,1.04E-02,4.92E-03,1.44E-04,1.84E-05
-1,1024,1024,65536,OS2-f8-fast-15,33 ,1.67E-02,1.12E-02,5.36E-03,1.56E-04,1.85E-05
-1,1024,1024,65536,OS2-f8-fast-16,31 ,1.78E-02,1.19E-02,5.65E-03,1.63E-04,1.84E-05
-1,1024,1024,65536,OS2-f8-accu-12,51 ,1.09E-02,6.47E-03,4.21E-03,1.24E-04,1.64E-05
-1,1024,1024,65536,OS2-f8-accu-13,42 ,1.32E-02,8.53E-03,4.52E-03,1.35E-04,1.64E-05
-1,1024,1024,65536,OS2-f8-accu-14,38 ,1.44E-02,9.37E-03,4.83E-03,1.43E-04,1.85E-05
-1,1024,1024,65536,OS2-f8-accu-15,36 ,1.54E-02,1.01E-02,5.16E-03,1.53E-04,1.85E-05
-1,1024,1024,65536,OS2-f8-accu-16,33 ,1.65E-02,1.08E-02,5.49E-03,1.62E-04,1.84E-05
-1,1024,1024,65536,OS1-7,66 ,8.29E-03,,,,
-1,1024,1024,65536,OS1-11,34 ,1.63E-02,,,,
-1,1024,1024,65536,ZGEMM,38 ,1.44E-02,,,,
-1,1024,1024,65536,ZGEMM3m,45 ,1.22E-02,,,,
-1,2048,2048,1024,OS2-i8-fast-12,52 ,6.65E-04,1.24E-04,3.35E-04,1.35E-04,4.51E-05
-1,2048,2048,1024,OS2-i8-fast-13,49 ,6.97E-04,1.30E-04,3.44E-04,1.50E-04,4.71E-05
-1,2048,2048,1024,OS2-i8-fast-14,47 ,7.28E-04,1.36E-04,3.57E-04,1.59E-04,4.92E-05
-1,2048,2048,1024,OS2-i8-fast-15,44 ,7.87E-04,1.44E-04,3.91E-04,1.73E-04,5.12E-05
-1,2048,2048,1024,OS2-i8-fast-16,41 ,8.45E-04,1.79E-04,4.01E-04,1.83E-04,5.32E-05
-1,2048,2048,1024,OS2-i8-accu-12,47 ,7.31E-04,1.92E-04,3.34E-04,1.35E-04,4.51E-05
-1,2048,2048,1024,OS2-i8-accu-13,45 ,7.64E-04,1.99E-04,3.42E-04,1.49E-04,4.71E-05
-1,2048,2048,1024,OS2-i8-accu-14,43 ,7.96E-04,2.04E-04,3.58E-04,1.59E-04,4.92E-05
-1,2048,2048,1024,OS2-i8-accu-15,40 ,8.51E-04,2.10E-04,3.89E-04,1.72E-04,5.12E-05
-1,2048,2048,1024,OS2-i8-accu-16,37 ,9.19E-04,2.52E-04,4.01E-04,1.83E-04,5.32E-05
-1,2048,2048,1024,OS2-f8-fast-12,28 ,1.23E-03,2.55E-04,5.32E-04,3.71E-04,4.71E-05
-1,2048,2048,1024,OS2-f8-fast-13,25 ,1.40E-03,3.38E-04,5.79E-04,4.04E-04,4.92E-05
-1,2048,2048,1024,OS2-f8-fast-14,23 ,1.49E-03,3.61E-04,6.11E-04,4.38E-04,4.91E-05
-1,2048,2048,1024,OS2-f8-fast-15,22 ,1.59E-03,3.86E-04,6.59E-04,4.69E-04,5.13E-05
-1,2048,2048,1024,OS2-f8-fast-16,20 ,1.69E-03,4.12E-04,6.90E-04,5.01E-04,5.53E-05
-1,2048,2048,1024,OS2-f8-accu-12,28 ,1.24E-03,2.68E-04,5.29E-04,3.72E-04,4.71E-05
-1,2048,2048,1024,OS2-f8-accu-13,25 ,1.40E-03,3.47E-04,5.76E-04,4.04E-04,4.86E-05
-1,2048,2048,1024,OS2-f8-accu-14,23 ,1.49E-03,3.67E-04,6.09E-04,4.38E-04,4.91E-05
-1,2048,2048,1024,OS2-f8-accu-15,22 ,1.59E-03,3.88E-04,6.55E-04,4.70E-04,5.13E-05
-1,2048,2048,1024,OS2-f8-accu-16,20 ,1.68E-03,4.09E-04,6.87E-04,5.01E-04,5.53E-05
-1,2048,2048,1024,OS1-7,55 ,6.21E-04,,,,
