phi,m,n,k,function,TFLOPS,total_time[sec],scaling,low_prec_gemm,mod_hi2mid,undo_scaling
-1,16384,16384,8192,OS2-f8-accu-12,88 ,2.00E-01,2.70E-02,1.53E-01,1.73E-02,3.23E-03
-1,16384,16384,8192,OS2-f8-accu-13,81 ,2.18E-01,3.31E-02,1.63E-01,1.87E-02,3.53E-03
-1,16384,16384,8192,OS2-f8-accu-14,75 ,2.34E-01,3.49E-02,1.75E-01,2.02E-02,3.71E-03
-1,16384,16384,8192,OS2-f8-accu-15,71 ,2.48E-01,3.68E-02,1.85E-01,2.16E-02,3.83E-03
-1,16384,16384,8192,OS2-f8-accu-16,67 ,2.62E-01,3.85E-02,1.97E-01,2.30E-02,4.00E-03
-1,16384,16384,8192,OS1-7,86 ,2.06E-01,,,,
-1,16384,16384,8192,OS1-11,38 ,4.68E-01,,,,
-1,16384,16384,8192,ZGEMM,40 ,4.42E-01,,,,
-1,16384,16384,8192,ZGEMM3m,47 ,3.71E-01,,,,
-1,16384,16384,16384,OS2-i8-fast-12,281 ,1.25E-01,1.76E-02,9.72E-02,6.70E-03,3.76E-03
-1,16384,16384,16384,OS2-i8-fast-13,261 ,1.35E-01,1.91E-02,1.04E-01,7.27E-03,4.02E-03
-1,16384,16384,16384,OS2-i8-fast-14,242 ,1.45E-01,1.98E-02,1.14E-01,7.90E-03,4.18E-03
-1,16384,16384,16384,OS2-i8-fast-15,226 ,1.56E-01,2.13E-02,1.22E-01,8.42E-03,4.41E-03
-1,16384,16384,16384,OS2-i8-fast-16,208 ,1.69E-01,2.79E-02,1.28E-01,8.95E-03,4.71E-03
-1,16384,16384,16384,OS2-i8-accu-12,264 ,1.34E-01,2.82E-02,9.51E-02,6.66E-03,3.83E-03
-1,16384,16384,16384,OS2-i8-accu-13,246 ,1.43E-01,2.88E-02,1.04E-01,7.27E-03,3.97E-03
-1,16384,16384,16384,OS2-i8-accu-14,229 ,1.54E-01,2.99E-02,1.12E-01,7.85E-03,4.20E-03
-1,16384,16384,16384,OS2-i8-accu-15,215 ,1.64E-01,3.11E-02,1.21E-01,8.42E-03,4.47E-03
-1,16384,16384,16384,OS2-i8-accu-16,198 ,1.78E-01,3.55E-02,1.28E-01,8.99E-03,4.62E-03
-1,16384,16384,16384,OS2-f8-fast-12,95 ,3.71E-01,4.34E-02,3.08E-01,1.72E-02,3.04E-03
-1,16384,16384,16384,OS2-f8-fast-13,87 ,4.04E-01,4.89E-02,3.34E-01,1.87E-02,3.23E-03
-1,16384,16384,16384,OS2-f8-fast-14,81 ,4.36E-01,5.27E-02,3.60E-01,2.01E-02,3.38E-03
-1,16384,16384,16384,OS2-f8-fast-15,75 ,4.67E-01,5.56E-02,3.86E-01,2.15E-02,3.50E-03
-1,16384,16384,16384,OS2-f8-fast-16,71 ,4.97E-01,5.89E-02,4.12E-01,2.30E-02,3.72E-03
-1,16384,16384,16384,OS2-f8-accu-12,93 ,3.78E-01,4.88E-02,3.11E-01,1.72E-02,3.01E-03
-1,16384,16384,16384,OS2-f8-accu-13,85 ,4.12E-01,5.51E-02,3.36E-01,1.87E-02,3.24E-03
-1,16384,16384,16384,OS2-f8-accu-14,80 ,4.42E-01,5.78E-02,3.60E-01,2.01E-02,3.41E-03
-1,16384,16384,16384,OS2-f8-accu-15,76 ,4.66E-01,6.08E-02,3.80E-01,2.15E-02,3.56E-03
-1,16384,16384,16384,OS2-f8-accu-16,71 ,4.96E-01,6.70E-02,4.04E-01,2.30E-02,3.70E-03
-1,16384,16384,16384,OS1-7,86 ,4.10E-01,,,,
-1,16384,16384,16384,OS1-11,38 ,9.22E-01,,,,
-1,16384,16384,16384,ZGEMM,40 ,8.88E-01,,,,
-1,16384,16384,16384,ZGEMM3m,47 ,7.41E-01,,,,
-1,16384,16384,32768,OS2-i8-fast-12,284 ,2.48E-01,3.39E-02,2.03E-01,7.03E-03,3.76E-03
-1,16384,16384,32768,OS2-i8-fast-13,263 ,2.68E-01,3.58E-02,2.21E-01,7.59E-03,4.01E-03
-1,16384,16384,32768,OS2-i8-fast-14,243 ,2.90E-01,3.81E-02,2.39E-01,8.22E-03,4.25E-03
-1,16384,16384,32768,OS2-i8-fast-15,227 ,3.10E-01,4.02E-02,2.56E-01,8.89E-03,4.48E-03
-1,16384,16384,32768,OS2-i8-fast-16,210 ,3.36E-01,5.07E-02,2.71E-01,9.37E-03,4.93E-03
-1,16384,16384,32768,OS2-i8-accu-12,265 ,2.65E-01,5.08E-02,2.04E-01,7.04E-03,3.79E-03
-1,16384,16384,32768,OS2-i8-accu-13,247 ,2.85E-01,5.18E-02,2.22E-01,7.62E-03,4.01E-03
-1,16384,16384,32768,OS2-i8-accu-14,230 ,3.06E-01,5.42E-02,2.39E-01,8.24E-03,4.25E-03
-1,16384,16384,32768,OS2-i8-accu-15,216 ,3.26E-01,5.73E-02,2.56E-01,8.83E-03,4.54E-03
-1,16384,16384,32768,OS2-i8-accu-16,201 ,3.51E-01,6.66E-02,2.71E-01,9.38E-03,4.93E-03
-1,16384,16384,32768,OS2-f8-fast-12,96 ,7.32E-01,8.15E-02,6.31E-01,1.72E-02,3.37E-03
-1,16384,16384,32768,OS2-f8-fast-13,88 ,8.03E-01,9.47E-02,6.87E-01,1.87E-02,3.53E-03
-1,16384,16384,32768,OS2-f8-fast-14,81 ,8.68E-01,1.02E-01,7.42E-01,2.01E-02,3.67E-03
-1,16384,16384,32768,OS2-f8-fast-15,75 ,9.33E-01,1.09E-01,7.99E-01,2.16E-02,3.84E-03
-1,16384,16384,32768,OS2-f8-fast-16,70 ,9.99E-01,1.17E-01,8.54E-01,2.30E-02,4.02E-03
-1,16384,16384,32768,OS2-f8-accu-12,94 ,7.47E-01,9.28E-02,6.34E-01,1.72E-02,3.33E-03
-1,16384,16384,32768,OS2-f8-accu-13,86 ,8.16E-01,1.07E-01,6.89E-01,1.87E-02,3.49E-03
-1,16384,16384,32768,OS2-f8-accu-14,80 ,8.78E-01,1.13E-01,7.41E-01,2.01E-02,3.67E-03
-1,16384,16384,32768,OS2-f8-accu-15,76 ,9.31E-01,1.18E-01,7.89E-01,2.16E-02,3.76E-03
-1,16384,16384,32768,OS2-f8-accu-16,71 ,9.91E-01,1.25E-01,8.39E-01,2.30E-02,4.03E-03
-1,16384,16384,32768,OS1-7,86 ,8.20E-01,,,,
-1,16384,16384,32768,OS1-11,38 ,1.85E+00,,,,
-1,16384,16384,32768,ZGEMM,40 ,1.76E+00,,,,
-1,16384,16384,32768,ZGEMM3m,47 ,1.49E+00,,,,
-1,16384,16384,65536,OS2-i8-fast-12,278 ,5.06E-01,6.18E-02,4.32E-01,7.34E-03,3.95E-03
-1,16384,16384,65536,OS2-i8-fast-13,258 ,5.46E-01,6.48E-02,4.69E-01,7.87E-03,4.16E-03
-1,16384,16384,65536,OS2-i8-fast-14,239 ,5.88E-01,6.83E-02,5.07E-01,8.54E-03,4.39E-03
-1,16384,16384,65536,OS2-i8-fast-15,223 ,6.30E-01,7.26E-02,5.43E-01,9.22E-03,4.74E-03
-1,16384,16384,65536,OS2-i8-fast-16,206 ,6.83E-01,9.13E-02,5.77E-01,9.84E-03,5.15E-03
-1,16384,16384,65536,OS2-i8-accu-12,261 ,5.39E-01,9.21E-02,4.35E-01,7.36E-03,3.94E-03
-1,16384,16384,65536,OS2-i8-accu-13,243 ,5.79E-01,9.61E-02,4.71E-01,7.89E-03,4.19E-03
-1,16384,16384,65536,OS2-i8-accu-14,226 ,6.22E-01,1.00E-01,5.09E-01,8.56E-03,4.43E-03
-1,16384,16384,65536,OS2-i8-accu-15,212 ,6.63E-01,1.05E-01,5.44E-01,9.23E-03,4.72E-03
-1,16384,16384,65536,OS2-i8-accu-16,197 ,7.15E-01,1.21E-01,5.78E-01,9.84E-03,5.16E-03
-1,16384,16384,65536,OS1-7,85 ,1.65E+00,,,,
-1,16384,16384,65536,OS1-11,38 ,3.72E+00,,,,
-1,16384,16384,65536,ZGEMM,40 ,3.52E+00,,,,
-1,16384,16384,65536,ZGEMM3m,47 ,2.97E+00,,,,
-1,32768,32768,1024,OS2-i8-fast-12,124 ,7.08E-02,2.11E-03,3.34E-02,2.41E-02,1.12E-02
-1,32768,32768,1024,OS2-i8-fast-13,114 ,7.69E-02,2.25E-03,3.64E-02,2.62E-02,1.20E-02
-1,32768,32768,1024,OS2-i8-fast-14,107 ,8.22E-02,2.36E-03,3.90E-02,2.82E-02,1.28E-02
-1,32768,32768,1024,OS2-i8-fast-15,99 ,8.84E-02,2.50E-03,4.21E-02,3.02E-02,1.36E-02
-1,32768,32768,1024,OS2-i8-fast-16,93 ,9.43E-02,2.93E-03,4.48E-02,3.22E-02,1.44E-02
-1,32768,32768,1024,OS2-i8-accu-12,114 ,7.74E-02,9.27E-03,3.29E-02,2.41E-02,1.12E-02
-1,32768,32768,1024,OS2-i8-accu-13,106 ,8.31E-02,9.43E-03,3.56E-02,2.61E-02,1.19E-02
-1,32768,32768,1024,OS2-i8-accu-14,99 ,8.88E-02,9.59E-03,3.84E-02,2.81E-02,1.27E-02
-1,32768,32768,1024,OS2-i8-accu-15,93 ,9.45E-02,9.72E-03,4.13E-02,3.01E-02,1.34E-02
-1,32768,32768,1024,OS2-i8-accu-16,88 ,9.98E-02,1.01E-02,4.33E-02,3.21E-02,1.44E-02
-1,32768,32768,1024,OS2-f8-fast-12,47 ,1.89E-01,5.21E-03,1.05E-01,6.86E-02,1.04E-02
-1,32768,32768,1024,OS2-f8-fast-13,43 ,2.05E-01,6.13E-03,1.13E-01,7.43E-02,1.09E-02
-1,32768,32768,1024,OS2-f8-fast-14,40 ,2.20E-01,6.60E-03,1.22E-01,8.00E-02,1.14E-02
-1,32768,32768,1024,OS2-f8-fast-15,37 ,2.36E-01,7.09E-03,1.31E-01,8.57E-02,1.19E-02
-1,32768,32768,1024,OS2-f8-fast-16,35 ,2.51E-01,7.45E-03,1.39E-01,9.14E-02,1.25E-02
-1,32768,32768,1024,OS2-f8-accu-12,45 ,1.96E-01,1.20E-02,1.05E-01,6.86E-02,1.04E-02
-1,32768,32768,1024,OS2-f8-accu-13,42 ,2.12E-01,1.30E-02,1.13E-01,7.43E-02,1.09E-02
-1,32768,32768,1024,OS2-f8-accu-14,39 ,2.26E-01,1.35E-02,1.21E-01,8.00E-02,1.15E-02
-1,32768,32768,1024,OS2-f8-accu-15,37 ,2.40E-01,1.37E-02,1.28E-01,8.57E-02,1.18E-02
-1,32768,32768,1024,OS2-f8-accu-16,34 ,2.56E-01,1.42E-02,1.38E-01,9.14E-02,1.25E-02
-1,32768,32768,1024,OS1-7,79 ,1.12E-01,,,,
-1,32768,32768,1024,OS1-11,40 ,2.18E-01,,,,
-1,32768,32768,1024,ZGEMM,40 ,2.23E-01,,,,
-1,32768,32768,1024,ZGEMM3m,47 ,1.89E-01,,,,
-1,32768,32768,2048,OS2-i8-fast-12,185 ,9.50E-02,4.45E-03,5.21E-02,2.51E-02,1.34E-02
-1,32768,32768,2048,OS2-i8-fast-13,171 ,1.03E-01,4.68E-03,5.66E-02,2.72E-02,1.43E-02
-1,32768,32768,2048,OS2-i8-fast-14,159 ,1.10E-01,5.01E-03,6.04E-02,2.92E-02,1.54E-02
-1,32768,32768,2048,OS2-i8-fast-15,147 ,1.20E-01,4.94E-03,6.61E-02,3.20E-02,1.63E-02
-1,32768,32768,2048,OS2-i8-fast-16,139 ,1.27E-01,6.70E-03,6.93E-02,3.34E-02,1.73E-02
-1,32768,32768,2048,OS2-i8-accu-12,172 ,1.02E-01,1.31E-02,5.08E-02,2.47E-02,1.34E-02
-1,32768,32768,2048,OS2-i8-accu-13,159 ,1.11E-01,1.36E-02,5.54E-02,2.70E-02,1.46E-02
-1,32768,32768,2048,OS2-i8-accu-14,148 ,1.19E-01,1.39E-02,6.03E-02,2.92E-02,1.54E-02
-1,32768,32768,2048,OS2-i8-accu-15,140 ,1.25E-01,1.40E-02,6.39E-02,3.12E-02,1.63E-02
-1,32768,32768,2048,OS2-i8-accu-16,131 ,1.35E-01,1.50E-02,6.85E-02,3.34E-02,1.74E-02
-1,32768,32768,2048,OS2-f8-fast-12,68 ,2.60E-01,1.08E-02,1.69E-01,6.86E-02,1.18E-02
-1,32768,32768,2048,OS2-f8-fast-13,63 ,2.80E-01,1.29E-02,1.80E-01,7.43E-02,1.25E-02
-1,32768,32768,2048,OS2-f8-fast-14,59 ,3.00E-01,1.38E-02,1.93E-01,8.00E-02,1.32E-02
-1,32768,32768,2048,OS2-f8-fast-15,55 ,3.20E-01,1.50E-02,2.06E-01,8.57E-02,1.37E-02
-1,32768,32768,2048,OS2-f8-fast-16,52 ,3.40E-01,1.61E-02,2.18E-01,9.14E-02,1.44E-02
-1,32768,32768,2048,OS2-f8-accu-12,66 ,2.68E-01,1.91E-02,1.68E-01,6.86E-02,1.18E-02
-1,32768,32768,2048,OS2-f8-accu-13,60 ,2.95E-01,2.13E-02,1.86E-01,7.43E-02,1.28E-02
-1,32768,32768,2048,OS2-f8-accu-14,56 ,3.15E-01,2.23E-02,1.99E-01,8.00E-02,1.34E-02
-1,32768,32768,2048,OS2-f8-accu-15,52 ,3.37E-01,2.35E-02,2.12E-01,8.57E-02,1.41E-02
-1,32768,32768,2048,OS2-f8-accu-16,50 ,3.54E-01,2.44E-02,2.23E-01,9.14E-02,1.49E-02
-1,32768,32768,2048,OS1-7,86 ,2.04E-01,,,,
-1,32768,32768,2048,OS1-11,40 ,4.40E-01,,,,
-1,32768,32768,2048,ZGEMM,39 ,4.48E-01,,,,
-1,32768,32768,2048,ZGEMM3m,47 ,3.75E-01,,,,
-1,32768,32768,4096,OS2-i8-fast-12,238 ,1.48E-01,9.09E-03,9.78E-02,2.64E-02,1.47E-02
-1,32768,32768,4096,OS2-i8-fast-13,220 ,1.60E-01,9.22E-03,1.06E-01,2.89E-02,1.59E-02
-1,32768,32768,4096,OS2-i8-fast-14,203 ,1.73E-01,1.03E-02,1.15E-01,3.11E-02,1.66E-02
-1,32768,32768,4096,OS2-i8-fast-15,192 ,1.84E-01,1.08E-02,1.22E-01,3.31E-02,1.72E-02
-1,32768,32768,4096,OS2-i8-fast-16,176 ,2.00E-01,1.35E-02,1.33E-01,3.58E-02,1.77E-02
-1,32768,32768,4096,OS2-i8-accu-12,219 ,1.60E-01,2.20E-02,9.68E-02,2.64E-02,1.49E-02
-1,32768,32768,4096,OS2-i8-accu-13,206 ,1.71E-01,2.23E-02,1.05E-01,2.87E-02,1.58E-02
-1,32768,32768,4096,OS2-i8-accu-14,195 ,1.81E-01,2.26E-02,1.12E-01,3.06E-02,1.63E-02
-1,32768,32768,4096,OS2-i8-accu-15,179 ,1.97E-01,2.31E-02,1.23E-01,3.34E-02,1.70E-02
-1,32768,32768,4096,OS2-i8-accu-16,169 ,2.08E-01,2.48E-02,1.29E-01,3.53E-02,1.82E-02
-1,32768,32768,4096,OS2-f8-fast-12,84 ,4.17E-01,2.33E-02,3.14E-01,6.87E-02,1.31E-02
-1,32768,32768,4096,OS2-f8-fast-13,78 ,4.54E-01,2.73E-02,3.37E-01,7.44E-02,1.40E-02
-1,32768,32768,4096,OS2-f8-fast-14,72 ,4.87E-01,3.00E-02,3.63E-01,8.01E-02,1.46E-02
-1,32768,32768,4096,OS2-f8-fast-15,67 ,5.22E-01,3.13E-02,3.89E-01,8.58E-02,1.52E-02
-1,32768,32768,4096,OS2-f8-fast-16,63 ,5.56E-01,3.25E-02,4.15E-01,9.15E-02,1.60E-02
-1,32768,32768,4096,OS2-f8-accu-12,82 ,4.28E-01,3.35E-02,3.12E-01,6.87E-02,1.31E-02
-1,32768,32768,4096,OS2-f8-accu-13,75 ,4.66E-01,3.87E-02,3.39E-01,7.44E-02,1.39E-02
-1,32768,32768,4096,OS2-f8-accu-14,71 ,4.97E-01,4.09E-02,3.62E-01,8.01E-02,1.47E-02
-1,32768,32768,4096,OS2-f8-accu-15,67 ,5.27E-01,4.19E-02,3.84E-01,8.58E-02,1.53E-02
-1,32768,32768,4096,OS2-f8-accu-16,63 ,5.59E-01,4.35E-02,4.08E-01,9.15E-02,1.61E-02
-1,32768,32768,4096,OS1-7,86 ,4.08E-01,,,,
-1,32768,32768,4096,OS1-11,39 ,9.04E-01,,,,
-1,32768,32768,4096,ZGEMM,40 ,8.90E-01,,,,
-1,32768,32768,4096,ZGEMM3m,47 ,7.47E-01,,,,
-1,32768,32768,8192,OS2-i8-fast-12,274 ,2.57E-01,1.78E-02,1.98E-01,2.70E-02,1.44E-02
-1,32768,32768,8192,OS2-i8-fast-13,252 ,2.79E-01,1.88E-02,2.16E-01,2.94E-02,1.55E-02
-1,32768,32768,8192,OS2-i8-fast-14,235 ,3.00E-01,1.93E-02,2.33E-01,3.17E-02,1.63E-02
-1,32768,32768,8192,OS2-i8-fast-15,220 ,3.20E-01,1.99E-02,2.48E-01,3.38E-02,1.76E-02
-1,32768,32768,8192,OS2-i8-fast-16,204 ,3.45E-01,2.46E-02,2.64E-01,3.63E-02,1.87E-02
-1,32768,32768,8192,OS2-i8-accu-12,253 ,2.78E-01,3.67E-02,2.00E-01,2.72E-02,1.46E-02
-1,32768,32768,8192,OS2-i8-accu-13,235 ,3.00E-01,3.83E-02,2.17E-01,2.95E-02,1.54E-02
-1,32768,32768,8192,OS2-i8-accu-14,220 ,3.20E-01,3.91E-02,2.33E-01,3.17E-02,1.67E-02
-1,32768,32768,8192,OS2-i8-accu-15,207 ,3.40E-01,3.87E-02,2.49E-01,3.39E-02,1.79E-02
-1,32768,32768,8192,OS2-i8-accu-16,195 ,3.60E-01,4.11E-02,2.64E-01,3.62E-02,1.81E-02
-1,32768,32768,8192,OS2-f8-fast-12,95 ,7.42E-01,4.36E-02,6.17E-01,6.86E-02,1.32E-02
-1,32768,32768,8192,OS2-f8-fast-13,87 ,8.08E-01,4.91E-02,6.70E-01,7.44E-02,1.39E-02
-1,32768,32768,8192,OS2-f8-fast-14,81 ,8.70E-01,5.23E-02,7.22E-01,8.01E-02,1.47E-02
-1,32768,32768,8192,OS2-f8-fast-15,75 ,9.36E-01,5.69E-02,7.77E-01,8.58E-02,1.54E-02
-1,32768,32768,8192,OS2-f8-accu-12,92 ,7.63E-01,5.95E-02,6.20E-01,6.86E-02,1.30E-02
-1,32768,32768,8192,OS2-f8-accu-13,85 ,8.28E-01,6.84E-02,6.72E-01,7.44E-02,1.41E-02
-1,32768,32768,8192,OS2-f8-accu-14,79 ,8.87E-01,7.20E-02,7.21E-01,8.01E-02,1.47E-02
-1,32768,32768,8192,OS2-f8-accu-15,75 ,9.40E-01,7.46E-02,7.65E-01,8.58E-02,1.55E-02
-1,32768,32768,8192,OS1-7,84 ,8.39E-01,,,,
-1,32768,32768,8192,OS1-11,38 ,1.87E+00,,,,
-1,32768,32768,8192,ZGEMM,40 ,1.78E+00,,,,
-1,32768,32768,8192,ZGEMM3m,48 ,1.48E+00,,,,
-1,32768,32768,16384,OS2-i8-fast-12,294 ,4.79E-01,3.27E-02,4.03E-01,2.78E-02,1.49E-02
-1,32768,32768,16384,OS2-i8-fast-13,272 ,5.18E-01,3.41E-02,4.38E-01,3.01E-02,1.57E-02
-1,32768,32768,16384,OS2-i8-fast-14,253 ,5.57E-01,3.57E-02,4.72E-01,3.25E-02,1.65E-02
-1,32768,32768,16384,OS2-i8-fast-15,236 ,5.97E-01,3.97E-02,5.05E-01,3.49E-02,1.76E-02
-1,32768,32768,16384,OS2-i8-fast-16,220 ,6.40E-01,4.58E-02,5.38E-01,3.71E-02,1.90E-02
-1,32768,32768,16384,OS2-i8-accu-12,275 ,5.11E-01,6.57E-02,4.03E-01,2.80E-02,1.49E-02
-1,32768,32768,16384,OS2-i8-accu-13,256 ,5.50E-01,6.68E-02,4.38E-01,3.02E-02,1.57E-02
-1,32768,32768,16384,OS2-i8-accu-14,239 ,5.90E-01,6.90E-02,4.71E-01,3.25E-02,1.66E-02
-1,32768,32768,16384,OS2-i8-accu-15,224 ,6.29E-01,7.11E-02,5.07E-01,3.49E-02,1.78E-02
-1,32768,32768,16384,OS2-i8-accu-16,209 ,6.72E-01,7.87E-02,5.37E-01,3.71E-02,1.90E-02
-1,32768,32768,16384,OS1-7,86 ,1.65E+00,,,,
-1,32768,32768,16384,OS1-11,38 ,3.70E+00,,,,
-1,32768,32768,16384,ZGEMM,40 ,3.52E+00,,,,
-1,32768,32768,16384,ZGEMM3m,48 ,2.96E+00,,,,
-1,32768,32768,32768,OS2-i8-fast-12,295 ,9.56E-01,6.12E-02,8.49E-01,2.87E-02,1.54E-02
-1,32768,32768,32768,OS2-i8-fast-13,272 ,1.03E+00,6.45E-02,9.22E-01,3.11E-02,1.64E-02
-1,32768,32768,32768,OS2-i8-fast-14,253 ,1.11E+00,6.82E-02,9.93E-01,3.37E-02,1.74E-02
-1,32768,32768,32768,OS2-i8-fast-15,236 ,1.19E+00,7.24E-02,1.07E+00,3.61E-02,1.80E-02
-1,32768,32768,32768,OS2-i8-accu-12,276 ,1.02E+00,1.22E-01,8.53E-01,2.87E-02,1.54E-02
-1,32768,32768,32768,OS2-i8-accu-13,256 ,1.10E+00,1.25E-01,9.25E-01,3.12E-02,1.64E-02
-1,32768,32768,32768,OS2-i8-accu-14,239 ,1.18E+00,1.28E-01,9.96E-01,3.37E-02,1.73E-02
-1,32768,32768,32768,OS2-i8-accu-15,224 ,1.26E+00,1.31E-01,1.07E+00,3.62E-02,1.81E-02
-1,32768,32768,32768,OS1-7,86 ,3.27E+00,,,,
-1,32768,32768,32768,OS1-11,38 ,7.40E+00,,,,
-1,32768,32768,32768,ZGEMM,40 ,7.06E+00,,,,
-1,32768,32768,32768,ZGEMM3m,48 ,5.92E+00,,,,
